,品番,Year,Week_Number,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,印刷～検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,回収かんばん数
122,35300ECB010    ,2023,39,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12.0,2.0,0.9949999999999999,0.3700000000000001,1.9300000000000002,0.1900000000000004,2.6000000000000005,73.16666666666667,アイシン精機（株）,380
123,35312ECB010    ,2023,36,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,1.35,0.2400000000000002,0.7399999999999998,0.33999999999999986,1.4400000000000004,6.523809523809524,（株）旭工業所,27
124,35312ECB010    ,2023,37,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,1.35,0.25,0.8199999999999998,0.3400000000000001,1.405,5.904761904761905,（株）旭工業所,32
125,35312ECB010    ,2023,38,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,1.3499999999999996,0.23000000000000043,0.6100000000000001,0.3550000000000002,1.3200000000000003,6.0,（株）旭工業所,30
126,35312ECB010    ,2023,39,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,1.35,0.27000000000000046,0.9649999999999999,0.34499999999999975,1.54,6.142857142857143,（株）旭工業所,32
127,35352ECB010    ,2023,36,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,2.02,0.7599999999999998,4.35,2.0900000000000007,7.200000000000001,0.8273809523809523,五興商事（株）,1
128,35352ECB010    ,2023,37,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,2.0,0.2450000000000001,2.425,2.9200000000000004,5.23,0.7371031746031746,五興商事（株）,4
129,35352ECB010    ,2023,38,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,2.015,0.2549999999999999,2.68,0.8250000000000006,4.775,0.75,五興商事（株）,4
130,35352ECB010    ,2023,39,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,3.005,0.2100000000000002,3.2849999999999997,0.7749999999999995,4.355,0.8005952380952381,五興商事（株）,4
131,3539450A010    ,2023,36,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000.0,1.0,3.8699999999999997,0.3600000000000003,0.46999999999999975,0.6100000000000003,1.4400000000000004,0.946,ミズショー（株）,1
132,3539450A010    ,2023,37,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000.0,1.0,1.8399999999999999,0.40000000000000036,4.67,1.2999999999999998,6.869999999999999,0.846,ミズショー（株）,3
133,3539450A010    ,2023,38,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000.0,1.0,2.84,0.3799999999999999,3.08,2.08,6.17,0.877,ミズショー（株）,4
134,3539450A010    ,2023,39,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000.0,1.0,1.87,0.3800000000000001,5.15,1.5299999999999994,7.489999999999999,0.9075,ミズショー（株）,4
135,35409ECB010    ,2023,36,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,3.2699999999999996,0.31499999999999995,1.4200000000000004,0.5999999999999996,2.34,2.055,サンコール（株）,6
136,35409ECB010    ,2023,37,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,3.2700000000000005,0.2549999999999999,1.52,0.5949999999999998,2.8649999999999998,2.055,サンコール（株）,8
137,35409ECB010    ,2023,38,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,2.2600000000000002,0.2799999999999998,1.62,0.5900000000000001,2.725,1.89,サンコール（株）,10
138,35409ECB010    ,2023,39,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,2.27,0.28500000000000014,1.4249999999999998,0.5650000000000004,2.255,1.935,サンコール（株）,10
139,35441ECB010    ,2023,36,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.1500000000000004,0.31999999999999984,1.46,0.08999999999999986,2.0100000000000002,19.6875,（株）ニフコ,83
140,35441ECB010    ,2023,37,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.1500000000000004,0.33999999999999986,1.2000000000000002,0.08000000000000007,1.6099999999999994,17.625,（株）ニフコ,95
141,35441ECB010    ,2023,38,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.15,0.3200000000000003,1.6999999999999997,0.10000000000000053,2.145,18.270833333333332,（株）ニフコ,90
142,35441ECB010    ,2023,39,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.1500000000000004,0.31999999999999984,1.395,0.08999999999999986,1.965,18.291666666666668,（株）ニフコ,94
143,35441TFA010    ,2023,36,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,2.1500000000000004,0.31999999999999984,1.62,0.46999999999999975,2.4300000000000006,4.11,（株）ニフコ,13
144,35441TFA010    ,2023,37,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,2.15,0.31999999999999984,1.0899999999999999,0.4399999999999995,2.0699999999999994,3.72,（株）ニフコ,21
145,35441TFA010    ,2023,38,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,2.15,0.32499999999999996,0.875,0.4650000000000001,1.87,3.78,（株）ニフコ,18
146,35441TFA010    ,2023,39,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,2.1500000000000004,0.3099999999999996,0.96,0.5499999999999998,2.09,3.87,（株）ニフコ,21
147,3548255A010    ,2023,36,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,1.8299999999999998,0.3650000000000002,3.0650000000000004,0.16500000000000004,3.65,1.7633333333333334,サトープレス工業（株）,4
148,3548255A010    ,2023,37,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,2.83,0.2100000000000002,0.7949999999999997,0.1200000000000001,1.8050000000000002,1.5833333333333333,サトープレス工業（株）,8
149,3548255A010    ,2023,38,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,2.83,0.18000000000000016,2.215,0.13999999999999968,2.51,1.6633333333333333,サトープレス工業（株）,8
150,3548255A010    ,2023,39,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,2.825,0.17499999999999993,1.4700000000000002,0.14500000000000046,1.695,1.6400000000000001,サトープレス工業（株）,8
151,35482TFA010    ,2023,37,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000.0,1.0,1.8299999999999998,0.5100000000000002,7.22,5.890000000000001,13.620000000000001,0.372,サトープレス工業（株）,1
152,35482TFA010    ,2023,38,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000.0,1.0,2.82,0.20500000000000007,0.7850000000000001,6.105,7.095000000000001,0.369,サトープレス工業（株）,2
153,35482TFA010    ,2023,39,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000.0,1.0,3.83,0.16999999999999993,1.1499999999999995,6.190000000000001,7.510000000000001,0.42,サトープレス工業（株）,1
154,35501ECB010    ,2023,36,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,1.35,0.2949999999999997,0.72,0.2649999999999999,1.87,4.140000000000001,大橋鉄工（株）,16
155,35501ECB010    ,2023,37,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,1.33,0.2599999999999998,0.8300000000000001,0.29000000000000004,2.04,3.72,大橋鉄工（株）,21
156,35501ECB010    ,2023,38,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,1.3199999999999998,0.27,1.2100000000000004,0.2999999999999998,1.81,3.78,大橋鉄工（株）,19
157,35501ECB010    ,2023,39,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,1.3399999999999999,0.29499999999999993,1.0950000000000002,0.2549999999999999,2.31,3.87,大橋鉄工（株）,22
158,35505ECB010    ,2023,35,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.0,0.9099999999999999,0.10000000000000009,0.29000000000000004,0.31999999999999984,0.71,0.0,中庸スプリング（株）,1
159,35505ECB010    ,2023,36,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.0,1.1900000000000002,0.1499999999999999,0.7649999999999999,0.18999999999999984,1.2050000000000003,17.125,中庸スプリング（株）,82
160,35505ECB010    ,2023,37,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.0,1.1800000000000002,0.1299999999999999,0.52,0.21999999999999997,1.0699999999999994,15.5,中庸スプリング（株）,83
161,35505ECB010    ,2023,38,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.0,1.1800000000000002,0.27,0.7499999999999998,0.18999999999999995,1.1999999999999997,15.75,中庸スプリング（株）,79
162,35505ECB010    ,2023,39,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.0,1.18,0.1100000000000001,0.6900000000000002,0.16999999999999993,1.18,16.125,中庸スプリング（株）,85
163,35556ECB010    ,2023,36,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.0,1.915,0.43000000000000016,0.685,0.22499999999999964,1.4100000000000001,4.11,（株）ギフ加藤製作所,16
164,35556ECB010    ,2023,37,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.0,1.9,0.4399999999999995,0.71,0.17999999999999972,1.5099999999999998,3.72,（株）ギフ加藤製作所,13
165,35556ECB010    ,2023,38,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.0,1.92,0.4200000000000004,0.7000000000000002,0.27999999999999936,1.5,3.78,（株）ギフ加藤製作所,17
166,35556ECB010    ,2023,39,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.0,1.9300000000000002,0.42000000000000015,1.0,0.20999999999999996,1.6399999999999997,3.87,（株）ギフ加藤製作所,17
167,35557ECB010    ,2023,36,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.0,2.5,0.3700000000000001,1.0,0.25,1.63,8.934782608695652,小川工業（株）,33
168,35557ECB010    ,2023,37,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.0,2.2199999999999998,0.3799999999999999,0.6850000000000003,0.25,1.5500000000000003,8.076086956521738,小川工業（株）,28
169,35557ECB010    ,2023,38,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.0,3.3450000000000006,0.20999999999999974,0.8499999999999999,0.23500000000000032,1.4449999999999998,8.217391304347826,小川工業（株）,36
170,35557ECB010    ,2023,39,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.0,4.1899999999999995,0.17999999999999972,1.2100000000000004,0.2250000000000001,1.755,8.41304347826087,小川工業（株）,40
171,35580ECB011    ,2023,36,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.0,0.97,0.72,0.8199999999999998,0.16000000000000014,1.4500000000000002,68.5,アイシン精機（株）,263
172,35580ECB011    ,2023,37,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.0,0.9800000000000001,0.48,0.5,0.16999999999999993,1.2600000000000002,62.0,アイシン精機（株）,334
173,35580ECB011    ,2023,38,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,3.0,1.0099999999999998,0.49,1.2400000000000002,0.1800000000000006,2.2700000000000005,63.0,アイシン精機（株）,312
174,35580ECB011    ,2023,39,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.0,1.0099999999999998,0.3400000000000001,1.4700000000000006,0.16999999999999993,2.12,64.5,アイシン精機（株）,335
175,35595ECB010    ,2023,36,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.83,0.2400000000000002,0.7799999999999998,0.2100000000000002,1.2650000000000001,10.275,サトープレス工業（株）,46
176,35595ECB010    ,2023,37,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.8399999999999999,0.20000000000000018,0.75,0.20999999999999996,1.22,9.3,サトープレス工業（株）,50
177,35595ECB010    ,2023,38,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.8199999999999998,0.17000000000000037,0.7600000000000002,0.2200000000000002,1.2100000000000002,9.45,サトープレス工業（株）,47
178,35595ECB010    ,2023,39,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.83,0.18500000000000005,0.7749999999999999,0.20999999999999996,1.185,9.675,サトープレス工業（株）,50
179,3559850A010    ,2023,36,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100.0,1.0,1.9900000000000002,0.33999999999999986,0.6699999999999999,0.2599999999999998,1.3899999999999997,4.17,アイコー（株）,17
180,3559850A010    ,2023,37,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100.0,1.0,1.9749999999999999,0.33000000000000007,0.5950000000000002,0.22999999999999998,1.3400000000000003,3.72,アイコー（株）,20
181,3559850A010    ,2023,38,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100.0,2.0,1.9900000000000002,0.31000000000000005,1.0100000000000002,0.2599999999999998,1.67,3.78,アイコー（株）,19
182,3559850A010    ,2023,39,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100.0,1.0,2.5,0.35499999999999976,1.0250000000000004,0.21999999999999975,1.7550000000000003,3.87,アイコー（株）,20
183,35771ECB010    ,2023,35,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,1.0,0.8299999999999998,0.24,0.3600000000000001,0.15000000000000002,0.775,0.0,アイシン機工（株）,18
184,35771ECB010    ,2023,36,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,4.0,0.8200000000000001,0.19999999999999996,0.21999999999999997,0.11999999999999988,0.5699999999999998,102.75,アイシン機工（株）,504
185,35771ECB010    ,2023,37,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,3.0,0.8099999999999998,0.20999999999999996,0.1399999999999999,0.1299999999999999,0.55,93.0,アイシン機工（株）,438
186,35771ECB010    ,2023,38,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,3.0,0.8,0.17999999999999983,0.2400000000000001,0.1499999999999999,0.54,94.5,アイシン機工（株）,452
187,35771ECB010    ,2023,39,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,4.0,0.8099999999999998,0.2200000000000002,0.46999999999999975,0.13000000000000034,0.8700000000000001,96.75,アイシン機工（株）,487
188,35771ECE010    ,2023,35,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,2.0,0.7699999999999999,0.20500000000000018,0.08499999999999996,0.11999999999999988,0.3800000000000001,0.0,アイシン機工（株）,14
189,35771ECE010    ,2023,36,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,4.0,0.8200000000000001,0.18999999999999995,0.44500000000000006,0.1200000000000001,0.8150000000000001,88.16666666666667,アイシン機工（株）,404
190,35771ECE010    ,2023,37,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,3.0,0.8099999999999998,0.20000000000000018,0.34999999999999964,0.1399999999999999,0.76,79.16666666666667,アイシン機工（株）,371
191,35771ECE010    ,2023,38,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,3.0,0.8,0.18500000000000005,0.2749999999999999,0.1499999999999999,0.6099999999999999,83.16666666666667,アイシン機工（株）,390
192,35771ECE010    ,2023,39,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,4.0,0.8049999999999999,0.2100000000000002,0.54,0.13999999999999968,0.9999999999999996,82.16666666666667,アイシン機工（株）,414
193,35847ECB010    ,2023,36,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80.0,1.0,1.93,0.1299999999999999,1.0899999999999999,0.1499999999999999,2.1800000000000006,5.2125,（株）メタルテック,27
194,35847ECB010    ,2023,37,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80.0,1.0,1.93,0.17000000000000037,0.9899999999999998,0.2600000000000007,1.7400000000000002,4.65,（株）メタルテック,17
195,35847ECB010    ,2023,38,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80.0,1.0,1.9400000000000004,0.14999999999999947,0.7000000000000002,0.31499999999999995,2.0,4.725,（株）メタルテック,28
196,35847ECB010    ,2023,39,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80.0,1.0,1.94,0.1200000000000001,0.7400000000000002,0.3099999999999996,1.6899999999999995,4.8375,（株）メタルテック,31
197,35847ECB020    ,2023,36,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70.0,1.0,1.93,0.1299999999999999,1.6,0.33000000000000007,1.9500000000000002,5.871428571428571,（株）メタルテック,25
198,35847ECB020    ,2023,37,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70.0,1.0,1.9349999999999998,0.16000000000000014,0.7649999999999997,0.34499999999999975,1.35,5.5928571428571425,（株）メタルテック,16
199,35847ECB020    ,2023,38,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70.0,1.0,1.9400000000000004,0.14999999999999947,0.8899999999999997,0.16999999999999993,1.3099999999999996,5.4,（株）メタルテック,27
200,35847ECB020    ,2023,39,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70.0,1.0,2.0700000000000003,0.10000000000000009,0.8500000000000001,0.15000000000000036,1.1899999999999995,5.5285714285714285,（株）メタルテック,29
201,35847ECE010    ,2023,35,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,1.9299999999999997,0.16000000000000014,0.020000000000000018,0.2200000000000002,0.40000000000000036,12.175,（株）メタルテック,1
202,35847ECE010    ,2023,36,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,1.93,0.1299999999999999,1.71,0.1900000000000004,2.09,13.225,（株）メタルテック,59
203,35847ECE010    ,2023,37,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,1.93,0.1499999999999999,1.2049999999999996,0.20499999999999985,1.865,11.875,（株）メタルテック,38
204,35847ECE010    ,2023,38,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,1.9400000000000004,0.14999999999999947,1.54,0.21999999999999975,1.8900000000000006,12.475,（株）メタルテック,61
205,35847ECE010    ,2023,39,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,1.94,0.1200000000000001,1.5099999999999998,0.20000000000000018,1.9500000000000002,12.325,（株）メタルテック,63
206,35847ECE020    ,2023,35,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,1.9299999999999997,0.16000000000000014,0.20500000000000007,0.355,0.7200000000000002,4.058333333333334,（株）メタルテック,2
207,35847ECE020    ,2023,36,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,1.93,0.1200000000000001,1.6999999999999993,0.20000000000000018,2.12,8.816666666666666,（株）メタルテック,37
208,35847ECE020    ,2023,37,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,1.93,0.1499999999999999,1.8949999999999998,0.19500000000000028,3.08,7.916666666666667,（株）メタルテック,24
209,35847ECE020    ,2023,38,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,1.9400000000000004,0.14999999999999947,1.9549999999999996,0.23000000000000043,2.33,8.316666666666666,（株）メタルテック,40
210,35847ECE020    ,2023,39,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,1.94,0.1200000000000001,1.54,0.20999999999999996,1.9500000000000002,8.216666666666667,（株）メタルテック,43
211,35882ECB010    ,2023,35,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,1.9299999999999997,0.16000000000000014,0.31500000000000017,0.08499999999999996,0.5600000000000003,3.93,（株）メタルテック,2
212,35882ECB010    ,2023,36,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,1.93,0.1299999999999999,0.7850000000000001,0.2549999999999999,1.5300000000000005,8.22,（株）メタルテック,40
213,35882ECB010    ,2023,37,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,1.93,0.17000000000000037,0.5899999999999999,0.27999999999999936,1.4100000000000001,7.44,（株）メタルテック,25
214,35882ECB010    ,2023,38,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,1.9400000000000004,0.14999999999999947,0.79,0.23999999999999977,1.6399999999999997,7.56,（株）メタルテック,43
215,35882ECB010    ,2023,39,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,2.0700000000000003,0.1200000000000001,0.5700000000000003,0.21999999999999975,1.1400000000000001,7.74,（株）メタルテック,45
216,36108ECB010    ,2023,36,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.0,1.295,0.2699999999999996,0.40500000000000047,0.24499999999999966,1.3199999999999998,2.76,（株）オーハシテクニカ,10
217,36108ECB010    ,2023,37,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.0,1.3,0.28000000000000025,0.5,0.5499999999999998,1.5499999999999998,2.48,（株）オーハシテクニカ,13
218,36108ECB010    ,2023,38,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.0,1.29,0.2599999999999998,1.79,0.5999999999999996,2.6000000000000005,2.52,（株）オーハシテクニカ,13
219,36108ECB010    ,2023,39,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.0,1.2999999999999998,0.2999999999999998,1.1800000000000006,0.5500000000000007,2.58,2.58,（株）オーハシテクニカ,13
220,39171ECB010    ,2023,39,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16.0,11.0,0.8900000000000001,0.009999999999999787,0.44999999999999973,0.10999999999999988,0.57,24.1875,（株）アイシン福井,111
221,39171ECE010    ,2023,39,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20.0,12.0,0.835,0.010000000000000009,0.8199999999999998,0.11000000000000032,1.0199999999999998,24.55,（株）アイシン福井,112
222,41310ECB010    ,2023,35,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2.0,1.0,0.9600000000000001,0.6699999999999999,0.11999999999999988,0.1100000000000001,0.8499999999999999,0.0,（株）オンド,26
223,41310ECB010    ,2023,36,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2.0,2.0,1.02,0.45999999999999996,0.21999999999999997,0.09000000000000008,0.79,205.5,（株）オンド,979
224,41310ECB010    ,2023,37,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2.0,2.0,0.9999999999999999,0.29000000000000004,0.16999999999999993,0.08000000000000007,0.73,186.0,（株）オンド,804
225,41310ECB010    ,2023,38,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2.0,2.0,1.0099999999999998,0.22999999999999998,0.31000000000000005,0.10000000000000009,0.7600000000000002,189.0,（株）オンド,876
226,41310ECB010    ,2023,39,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2.0,2.0,1.01,0.3899999999999999,0.3600000000000001,0.09000000000000008,0.8899999999999999,193.5,（株）オンド,957
227,41310ECE010    ,2023,36,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2.0,2.0,1.0299999999999998,0.6000000000000001,0.4700000000000001,0.08999999999999986,1.1,264.5,（株）オンド,1196
228,41310ECE010    ,2023,37,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2.0,2.0,0.995,0.51,0.5399999999999999,0.08999999999999986,1.18,237.5,（株）オンド,988
229,41310ECE010    ,2023,38,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2.0,2.0,1.0099999999999998,0.30999999999999983,0.6700000000000004,0.10000000000000053,1.23,249.5,（株）オンド,1148
230,41310ECE010    ,2023,39,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2.0,2.0,1.01,0.5349999999999996,0.43999999999999995,0.09999999999999964,1.3000000000000003,246.5,（株）オンド,1206
231,5040056001E    ,2023,36,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300.0,1.0,1.83,0.2599999999999998,0.6000000000000001,0.7400000000000002,1.7500000000000002,6.85,サトープレス工業（株）,29
232,5040056001E    ,2023,37,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300.0,1.0,1.8399999999999999,0.18999999999999995,0.7150000000000003,0.73,1.795,6.85,サトープレス工業（株）,30
233,5040056001E    ,2023,38,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300.0,1.0,1.8199999999999998,0.18000000000000016,0.56,0.8599999999999994,1.8000000000000003,6.3,サトープレス工業（株）,35
234,5040056001E    ,2023,39,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300.0,1.0,1.83,0.16999999999999993,0.8500000000000001,0.4900000000000002,1.8699999999999999,7.0,サトープレス工業（株）,31
235,82125ECB010    ,2023,36,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,1.85,0.18999999999999995,1.875,0.3149999999999997,2.42,4.140000000000001,矢崎総業（株）,16
236,82125ECB010    ,2023,37,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,1.85,0.20999999999999996,0.7450000000000001,0.5349999999999999,1.62,3.72,矢崎総業（株）,20
237,82125ECB010    ,2023,38,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,1.8399999999999999,0.20999999999999952,0.79,0.5300000000000002,1.5499999999999998,3.78,矢崎総業（株）,19
238,82125ECB010    ,2023,39,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,1.85,0.2200000000000002,0.865,0.4950000000000001,1.8,3.87,矢崎総業（株）,20
239,82125ECE010    ,2023,36,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,1.85,0.18999999999999995,1.67,0.1299999999999999,2.04,5.29,矢崎総業（株）,23
240,82125ECE010    ,2023,37,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,1.85,0.18999999999999995,0.6799999999999997,0.2250000000000003,1.25,4.75,矢崎総業（株）,26
241,82125ECE010    ,2023,38,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,1.8399999999999999,0.18999999999999995,1.345,0.3500000000000001,1.935,4.99,矢崎総業（株）,24
