シリアル,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,AVAILABLE_RATE,KAKO_CNT,先週からの順立装置在庫量の増加率,先週からの社内LTの増加率,先週からかんばん増加数,使用工程
374,9010506A003    ,2023,38,1.154761905,0.023809524,0.011904762,0.52,1,ＴＰ３３１フタナシ,1,6,5.76,2000,3,2.96,0.75,（株）青山製作所,3,5.692307692,13.66582136,0.08,0.08350702,94.16,430.5,-0.425014819,-0.668161435,0,2.MGケース
517,9010506A003    ,2023,39,1,0.066666667,0,0.52,1,ＴＰ３３１フタナシ,1,6,5.76,2000,6,2.33,0.842,（株）青山製作所,1,4.480769231,10.54125849,0.08,0.093251468,98.06,454.5,-0.134020619,-0.212837838,-0.666666667,2.MGケース
70,9010506A089    ,2023,36,3.133333333,0.033333333,0.05,0.5,3,ＴＰ３３１フタナシ,1,6,5.76,1500,3.8,4.59,0.9552,（株）青山製作所,5,9.18,29.11500302,0.08,0.106859603,95.285,469.4,0,0,0,2.MGケース
221,9010506A089    ,2023,37,3,0.05,0.05,0.5,3,ＴＰ３３１フタナシ,1,6,5.76,1500,3.428571429,5.541666667,1.172222222,（株）青山製作所,7,11.08333333,22.71516307,0.08,0.130610001,90.551,445.7,-0.042553191,0.207334786,0.4,2.MGケース
375,9010506A089    ,2023,38,3.275,0.041666667,0.05,0.5,3,ＴＰ３３１フタナシ,1,6,5.76,1500,4,5.2525,0.897333333,（株）青山製作所,4,10.505,32.39381204,0.08,0.100496393,94.16,430.5,0.091666667,-0.052180451,-0.428571429,2.MGケース
518,9010506A089    ,2023,39,3.5,0.05,0.05,0.5,3,ＴＰ３３１フタナシ,1,6,5.76,1500,2.666666667,2.09,1.199111111,（株）青山製作所,3,4.18,25.90676416,0.08,0.133758448,98.06,454.5,0.06870229,-0.602094241,-0.25,2.MGケース
71,9010508A014    ,2023,36,27.62916667,1.65,1.666666667,0.54,3,ＴＰ３３１フタナシ,1,6,5.76,500,3.369318182,1.253197674,64.28752907,（株）青山製作所,352,2.320736434,3.814570158,0.08,1.557139938,95.285,469.4,0,0,0,4.TA・カバー・メイン
222,9010508A014    ,2023,37,25.175,1.629166667,1.616666667,0.54,3,ＴＰ３３１フタナシ,1,6,5.76,500,3.493074792,1.3925,61.05799383,（株）青山製作所,361,2.578703704,3.65958217,0.08,1.490631595,90.551,445.7,-0.088825215,0.111157504,0.025568182,4.TA・カバー・メイン
376,9010508A014    ,2023,38,28.57916667,1.504166667,1.566666667,0.54,3,ＴＰ３３１フタナシ,1,6,5.76,500,3.326984127,1.449583333,59.9475641,（株）青山製作所,315,2.68441358,4.231385318,0.08,1.659647299,94.16,430.5,0.135220126,0.040993417,-0.127423823,4.TA・カバー・メイン
519,9010508A014    ,2023,39,27.2875,1.591666667,1.608333333,0.54,3,ＴＰ３３１フタナシ,1,6,5.76,500,3.267148014,0.978916968,60.29646209,（株）青山製作所,277,1.812809199,4.016765448,0.08,1.597535376,98.06,454.5,-0.045196093,-0.324690796,-0.120634921,4.TA・カバー・メイン
72,9010508A042    ,2023,36,1.774193548,0.322580645,0.23655914,0.53,1,ＴＰ３３１フタナシ,1,6,5.76,300,3.121212121,0.870606061,6.209090909,（株）青山製作所,33,1.642652945,2.536165156,0.08,0.457093415,95.285,469.4,0,0,0,4.TA・カバー・メイン
223,9010508A042    ,2023,37,2.322033898,0.271186441,0.254237288,0.53,1,ＴＰ３３１フタナシ,1,6,5.76,300,3.472222222,1.1140625,5.898958333,（株）青山製作所,36,2.102004717,3.493797915,0.08,0.486605167,90.551,445.7,0.308782743,0.279640184,0.090909091,4.TA・カバー・メイン
377,9010508A042    ,2023,38,2.875,0.233333333,0.241666667,0.53,1,ＴＰ３３１フタナシ,1,6,5.76,300,3.032258065,1.396774194,5.685483871,（株）青山製作所,31,2.635423007,4.488228629,0.08,0.502615043,94.16,430.5,0.238138686,0.253766457,-0.138888889,4.TA・カバー・メイン
520,9010508A042    ,2023,39,3.115789474,0.273684211,0.221052632,0.53,1,ＴＰ３３１フタナシ,1,6,5.76,300,2.608695652,0.899130435,5.658695652,（株）青山製作所,23,1.696472518,4.887157369,0.08,0.509681566,98.06,454.5,0.08375286,-0.356280751,-0.258064516,4.TA・カバー・メイン
73,9010512A018    ,2023,36,33.075,2.408333333,2.45,0.74,3,ＴＰ３３１フタナシ,1,6,5.76,200,3.514018692,1.178653846,58.7875,（株）青山製作所,321,1.592775468,4.993665129,0.08,1.865381569,95.285,469.4,0,0,0,3.ギヤサブ・共通部品
224,9010512A018    ,2023,37,21.40833333,2.258333333,2.375,0.74,3,ＴＰ３３１フタナシ,1,6,5.76,200,3.490566038,1.097777778,55.741875,（株）青山製作所,318,1.483483483,3.408833896,0.08,1.382410006,90.551,445.7,-0.352733686,-0.06861732,-0.009345794,3.ギヤサブ・共通部品
378,9010512A018    ,2023,38,24.29166667,2.191666667,2.325,0.74,3,ＴＰ３３１フタナシ,1,6,5.76,200,3.328813559,1.077157895,56.3242807,（株）青山製作所,295,1.455618777,3.827949619,0.08,1.515241889,94.16,430.5,0.134682756,-0.018783294,-0.072327044,3.ギヤサブ・共通部品
521,9010512A018    ,2023,39,30.35,2.366666667,2.4,0.74,3,ＴＰ３３１フタナシ,1,6,5.76,200,3.272058824,0.884301471,55.61301471,（株）青山製作所,272,1.195001987,4.84380679,0.08,1.796570949,98.06,454.5,0.249399657,-0.179041926,-0.077966102,3.ギヤサブ・共通部品
74,9011906A065    ,2023,36,3.075,0.1,0.108333333,0.53,1,ＴＰ３３１フタナシ,1,6,5.76,1000,3.416666667,2.3175,2.54925,（株）青山製作所,12,4.372641509,10.7062467,0.08,0.273124928,95.285,469.4,0,0,0,2.MGケース
225,9011906A065    ,2023,37,2.05,0.108333333,0.116666667,0.53,1,ＴＰ３３１フタナシ,1,6,5.76,1000,3.071428571,2.34,2.470071429,（株）青山製作所,14,4.41509434,7.366291542,0.08,0.259445273,90.551,445.7,-0.333333333,0.009708738,0.166666667,2.MGケース
379,9011906A065    ,2023,38,1.623853211,0.110091743,0.064220183,0.53,1,ＴＰ３３１フタナシ,1,6,5.76,1000,3.785714286,1.939166667,2.41175,（株）青山製作所,14,3.658805031,5.976116232,0.08,0.249875004,94.16,430.5,-0.207876482,-0.171296296,0,2.MGケース
522,9011906A065    ,2023,39,2.975,0.108333333,0.091666667,0.53,1,ＴＰ３３１フタナシ,1,6,5.76,1000,2.875,1.75125,2.33025,（株）青山製作所,8,3.304245283,11.33154187,0.08,0.25134269,98.06,454.5,0.832062147,-0.096905887,-0.428571429,2.MGケース
75,9014908A008    ,2023,36,4.683333333,0.166666667,0.133333333,0.52,1,ＴＰ３３１フタナシ,1,6,5.76,800,2.956521739,2.54,3.349602273,（株）青山製作所,23,4.884615385,12.40984569,0.08,0.356537644,95.285,469.4,0,0,0,7.ファイナル前半
226,9014908A008    ,2023,37,3.425531915,0.117021277,0.117021277,0.52,1,ＴＰ３３１フタナシ,1,6,5.76,800,3.384615385,1.955,3.010625,（株）青山製作所,13,3.759615385,10.09894272,0.08,0.318617237,90.551,445.7,-0.268569698,-0.230314961,-0.434782609,7.ファイナル前半
380,9014908A008    ,2023,38,1.493670886,0.189873418,0.101265823,0.52,1,ＴＰ３３１フタナシ,1,6,5.76,800,3.526315789,2.385,2.937916667,（株）青山製作所,19,4.586538462,4.512528912,0.08,0.290085142,94.16,430.5,-0.563959431,0.219948849,0.461538462,7.ファイナル前半
523,9014908A008    ,2023,39,8.05,0.15,0.125,0.52,1,ＴＰ３３１フタナシ,1,6,5.76,800,2,1.87625,2.94,（株）青山製作所,8,3.608173077,24.30262046,0.08,0.322779571,98.06,454.5,4.38940678,-0.213312369,-0.578947368,7.ファイナル前半
76,9015905A007    ,2023,36,4.483333333,0.108333333,0.1,0.53,3,ＴＰ３３１フタナシ,1,6,5.76,2000,3.230769231,3.345384615,2.134846154,（株）青山製作所,13,6.312046444,18.63970354,0.08,0.234701802,95.285,469.4,0,0,0,7.ファイナル前半
227,9015905A007    ,2023,37,4.65,0.1,0.108333333,0.53,3,ＴＰ３３１フタナシ,1,6,5.76,2000,3.666666667,3.700714286,2.418857143,（株）青山製作所,15,6.982479784,17.06268163,0.08,0.264403338,90.551,445.7,0.037174721,0.106214893,0.153846154,7.ファイナル前半
381,9015905A007    ,2023,38,4.066666667,0.108333333,0.108333333,0.53,3,ＴＰ３３１フタナシ,1,6,5.76,2000,3.357142857,3.060833333,2.42775,（株）青山製作所,14,5.775157233,14.86754178,0.08,0.264179837,94.16,430.5,-0.125448029,-0.172907418,-0.066666667,7.ファイナル前半
524,9015905A007    ,2023,39,4.958333333,0.091666667,0.108333333,0.53,3,ＴＰ３３１フタナシ,1,6,5.76,2000,2.166666667,1.718333333,2.199,（株）青山製作所,6,3.242138365,20.0131313,0.08,0.241992907,98.06,454.5,0.219262295,-0.438606044,-0.571428571,7.ファイナル前半
77,9015906A021    ,2023,36,4.033333333,0.258333333,0.25,0.52,3,ＴＰ３３１フタナシ,1,6,5.76,1200,3.333333333,1.6628125,6.121458333,（株）青山製作所,33,3.197716346,5.848086292,0.08,0.562183884,95.285,469.4,0,0,0,7.ファイナル前半
228,9015906A021    ,2023,37,4.85,0.25,0.241666667,0.52,3,ＴＰ３３１フタナシ,1,6,5.76,1200,3.647058824,1.793793103,5.606609195,（株）青山製作所,34,3.449602122,7.677962879,0.08,0.545389434,90.551,445.7,0.202479339,0.078770519,0.03030303,7.ファイナル前半
382,9015906A021    ,2023,38,5.316666667,0.216666667,0.225,0.52,3,ＴＰ３３１フタナシ,1,6,5.76,1200,3.172413793,1.798571429,5.680119048,（株）青山製作所,29,3.458791209,8.307809875,0.08,0.557390089,94.16,430.5,0.096219931,0.002663811,-0.147058824,7.ファイナル前半
525,9015906A021    ,2023,39,5.808333333,0.241666667,0.241666667,0.52,3,ＴＰ３３１フタナシ,1,6,5.76,1200,3.208333333,1.269583333,5.515416667,（株）青山製作所,24,2.44150641,9.347118732,0.08,0.550964152,98.06,454.5,0.092476489,-0.2941157,-0.172413793,7.ファイナル前半
78,9015906A022    ,2023,36,6.233333333,0.35,0.358333333,0.51,3,ＴＰ３３１フタナシ,1,6,5.76,1500,3.386363636,1.385813953,8.65372093,（株）青山製作所,44,2.717282262,6.393254905,0.08,0.753889891,95.285,469.4,0,0,0,8.ファイナル後半
229,9015906A022    ,2023,37,5.866666667,0.35,0.333333333,0.51,3,ＴＰ３３１フタナシ,1,6,5.76,1500,3.6,1.651818182,8.100681818,（株）青山製作所,50,3.23885918,6.427978173,0.08,0.71692245,90.551,445.7,-0.058823529,0.191948008,0.136363636,8.ファイナル後半
383,9015906A022    ,2023,38,7.258333333,0.316666667,0.325,0.51,3,ＴＰ３３１フタナシ,1,6,5.76,1500,3.214285714,1.53725,8.03775,（株）青山製作所,42,3.014215686,8.015063534,0.08,0.743942681,94.16,430.5,0.237215909,-0.069358833,-0.16,8.ファイナル後半
526,9015906A022    ,2023,39,7.775,0.333333333,0.35,0.51,3,ＴＰ３３１フタナシ,1,6,5.76,1500,3.305555556,1.173055556,7.896388889,（株）青山製作所,36,2.300108932,8.739295482,0.08,0.744006342,98.06,454.5,0.071182549,-0.236912958,-0.142857143,8.ファイナル後半
79,9015906A023    ,2023,36,5.091666667,0.091666667,0.1,0.52,3,ＴＰ３３１フタナシ,1,6,5.76,1300,2.636363636,3.299,2.111769231,（株）青山製作所,11,6.344230769,21.40021127,0.08,0.232945479,95.285,469.4,0,0,0,7.ファイナル前半
230,9015906A023    ,2023,37,4.383333333,0.091666667,0.075,0.52,3,ＴＰ３３１フタナシ,1,6,5.76,1300,3.769230769,4.235454545,2.047972028,（株）青山製作所,13,8.145104895,18.9970004,0.08,0.22547167,90.551,445.7,-0.139116203,0.283860123,0.181818182,7.ファイナル前半
384,9015906A023    ,2023,38,5.833333333,0.058333333,0.075,0.52,3,ＴＰ３３１フタナシ,1,6,5.76,1300,3.666666667,4.40875,2.025,（株）青山製作所,9,8.478365385,25.56797429,0.08,0.224300964,94.16,430.5,0.330798479,0.040915432,-0.307692308,7.ファイナル前半
527,9015906A023    ,2023,39,6.15,0.075,0.075,0.52,3,ＴＰ３３１フタナシ,1,6,5.76,1300,3,2.695,1.521923077,（株）青山製作所,4,5.182692308,35.8663323,0.08,0.169907891,98.06,454.5,0.054285714,-0.388715622,-0.555555556,7.ファイナル前半
80,9020150A002    ,2023,36,5.216666667,0.141666667,0.166666667,0.73,1,ＴＰ１３１フタナシ,1,1,0.73,100,1,2.471764706,3.811764706,（株）ムロコーポレーション,21,3.385979049,7.910809011,0,0.437891022,95.285,469.4,0,0,0,3.ギヤサブ・共通部品
231,9020150A002    ,2023,37,5.225,0.133333333,0.15,0.73,1,ＴＰ１３１フタナシ,1,1,0.73,100,1,2.24,3.836666667,（株）ムロコーポレーション,20,3.068493151,7.872018802,0,0.439056489,90.551,445.7,0.001597444,-0.093764874,-0.047619048,3.ギヤサブ・共通部品
385,9020150A002    ,2023,38,4.691666667,0.108333333,0.15,0.73,1,ＴＰ１３１フタナシ,1,1,0.73,100,1,2.026923077,3.226923077,（株）ムロコーポレーション,18,2.776606955,8.404123636,0,0.397855356,94.16,430.5,-0.102073365,-0.095123626,-0.1,3.ギヤサブ・共通部品
528,9020150A002    ,2023,39,5.116666667,0.141666667,0.158333333,0.73,1,ＴＰ１３１フタナシ,1,1,0.73,100,1,1.713636364,3.521818182,（株）ムロコーポレーション,11,2.347447073,8.397965588,0,0.423009233,98.06,454.5,0.090586146,-0.154562705,-0.388888889,3.ギヤサブ・共通部品
81,9020156A001    ,2023,36,5.425,0.116666667,0.166666667,0.75,1,ＴＰ１３１フタナシ,1,1,0.73,100,1,3.036428571,3.479285714,（株）ムロコーポレーション,19,4.048571429,9.012879102,0,0.428307651,95.285,469.4,0,0,0,3.ギヤサブ・共通部品
232,9020156A001    ,2023,37,5.225,0.133333333,0.15,0.75,1,ＴＰ１３１フタナシ,1,1,0.73,100,1,2.877777778,3.385555556,（株）ムロコーポレーション,20,3.837037037,8.920932368,0,0.418811969,90.551,445.7,-0.036866359,-0.052249144,0.052631579,3.ギヤサブ・共通部品
386,9020156A001    ,2023,38,4.55,0.1,0.15,0.75,1,ＴＰ１３１フタナシ,1,1,0.73,100,1,2.415,3.455833333,（株）ムロコーポレーション,17,3.22,7.610487977,0,0.404836219,94.16,430.5,-0.129186603,-0.160810811,-0.15,3.ギヤサブ・共通部品
529,9020156A001    ,2023,39,4.383333333,0.141666667,0.158333333,0.75,1,ＴＰ１３１フタナシ,1,1,0.73,100,1,1.490833333,3.873333333,（株）ムロコーポレーション,12,1.987777778,6.5414424,0,0.413192924,98.06,454.5,-0.036630037,-0.382677709,-0.294117647,3.ギヤサブ・共通部品
82,9020156A002    ,2023,36,4.129310345,0.163793103,0.198275862,0.73,1,ＴＰ１３１フタナシ,1,1,0.73,100,1,2.160526316,5.006315789,（株）ムロコーポレーション,25,2.95962509,4.767746768,0,0.411926825,95.285,469.4,0,0,0,3.ギヤサブ・共通部品
233,9020156A002    ,2023,37,4.683168317,0.207920792,0.178217822,0.73,1,ＴＰ１３１フタナシ,1,1,0.73,100,1,2.80375,4.35125,（株）ムロコーポレーション,28,3.840753425,6.221278274,0,0.434024923,90.551,445.7,0.134128444,0.2977162,0.12,3.ギヤサブ・共通部品
387,9020156A002    ,2023,38,5.425,0.15,0.183333333,0.73,1,ＴＰ１３１フタナシ,1,1,0.73,100,1,2.302222222,4.362222222,（株）ムロコーポレーション,23,3.153729072,7.188625408,0,0.460958367,94.16,430.5,0.158403805,-0.178877495,-0.178571429,3.ギヤサブ・共通部品
530,9020156A002    ,2023,39,4.35,0.166666667,0.191666667,0.73,1,ＴＰ１３１フタナシ,1,1,0.73,100,1,1.560714286,4.57,（株）ムロコーポレーション,14,2.137964775,5.502080672,0,0.422306289,98.06,454.5,-0.198156682,-0.322083563,-0.391304348,3.ギヤサブ・共通部品
83,9025006A007    ,2023,36,2.287234043,0.180851064,0.14893617,0.76,1,ＡＷ１３１フタナシ,1,2,3.8,200,1.47826087,2.494,2.9825,（株）ギフ加藤製作所,23,3.281578947,3.19535351,0.12,0.472986446,95.285,469.4,0,0,0,2.MGケース
234,9025006A007    ,2023,37,3.135135135,0.153153153,0.135135135,0.76,1,ＡＷ１３１フタナシ,1,2,3.8,200,1.647058824,2.280833333,3.214166667,（株）ギフ加藤製作所,17,3.001096491,4.064214591,0.12,0.537574035,90.551,445.7,0.370710245,-0.085471799,-0.260869565,2.MGケース
388,9025006A007    ,2023,38,2.533333333,0.133333333,0.141666667,0.76,1,ＡＷ１３１フタナシ,1,2,3.8,200,1.733333333,1.882727273,3.453636364,（株）ギフ加藤製作所,15,2.477272727,3.056359861,0.12,0.511179372,94.16,430.5,-0.191954023,-0.174544126,-0.117647059,2.MGケース
531,9025006A007    ,2023,39,3.391666667,0.183333333,0.141666667,0.76,1,ＡＷ１３１フタナシ,1,2,3.8,200,1.285714286,1.66,3.800714286,（株）ギフ加藤製作所,14,2.184210526,3.718233832,0.12,0.583901643,98.06,454.5,0.338815789,-0.118300338,-0.066666667,2.MGケース
84,9030106A018    ,2023,36,2.808333333,0.1,0.091666667,0.56,3,ＴＰ１３１フタナシ,1,2,3.52,2000,1.636363636,4.427272727,2.471136364,ＮＯＫ（株）,11,7.905844156,5.028558468,0.03,0.439648168,95.285,469.4,0,0,0,4.TA・カバー・メイン
235,9030106A018    ,2023,37,2.208333333,0.091666667,0.083333333,0.56,3,ＴＰ１３１フタナシ,1,2,3.52,2000,1.5,3.266666667,2.135666667,ＮＯＫ（株）,12,5.833333333,4.575333119,0.03,0.384061325,90.551,445.7,-0.213649852,-0.262149213,0.090909091,4.TA・カバー・メイン
389,9030106A018    ,2023,38,2.758333333,0.1,0.083333333,0.56,3,ＴＰ１３１フタナシ,1,2,3.52,2000,1.4,3.339,2.0983,ＮＯＫ（株）,10,5.9625,5.816620478,0.03,0.395704747,94.16,430.5,0.249056604,0.022142857,-0.166666667,4.TA・カバー・メイン
532,9030106A018    ,2023,39,3.125,0.116666667,0.091666667,0.56,3,ＴＰ１３１フタナシ,1,2,3.52,2000,1.142857143,2.925714286,1.360928571,ＮＯＫ（株）,7,5.224489796,10.16029343,0.03,0.286465863,98.06,454.5,0.132930514,-0.123775296,-0.3,4.TA・カバー・メイン
85,9030111A014    ,2023,36,6.208333333,0.183333333,0.166666667,0.56,3,ＴＰ１３１フタナシ,1,2,3.52,1000,1.590909091,2.937272727,4.251363636,ＮＯＫ（株）,22,5.24512987,6.461574174,0.03,0.70550652,95.285,469.4,0,0,0,2.MGケース
236,9030111A014    ,2023,37,6.216666667,0.183333333,0.175,0.56,3,ＴＰ１３１フタナシ,1,2,3.52,1000,1.565217391,2.628695652,4.04826087,ＮＯＫ（株）,23,4.694099379,6.794862169,0.03,0.689101777,90.551,445.7,0.001342282,-0.105055643,0.045454545,2.MGケース
390,9030111A014    ,2023,38,5.575,0.15,0.175,0.56,3,ＴＰ１３１フタナシ,1,2,3.52,1000,1.590909091,2.632272727,4.172045455,ＮＯＫ（株）,22,4.700487013,5.912721197,0.03,0.679269506,94.16,430.5,-0.103217158,0.001360779,-0.043478261,2.MGケース
533,9030111A014    ,2023,39,6.166666667,0.183333333,0.166666667,0.56,3,ＴＰ１３１フタナシ,1,2,3.52,1000,1.266666667,1.864,3.283,ＮＯＫ（株）,15,3.328571429,8.311341972,0.03,0.60953559,98.06,454.5,0.10612855,-0.29186669,-0.318181818,2.MGケース
86,9030115A011    ,2023,36,2.833333333,0.05,0.041666667,0.56,1,ＴＰ１３１フタナシ,1,2,3.52,1000,1.333333333,4.778333333,1.034666667,ＮＯＫ（株）,6,8.532738095,12.11682328,0.03,0.223345256,95.285,469.4,0,0,0,2.MGケース
237,9030115A011    ,2023,37,3.25,0.033333333,0.041666667,0.56,1,ＴＰ１３１フタナシ,1,2,3.52,1000,2,4.464,0.9612,ＮＯＫ（株）,5,7.971428571,14.96101849,0.03,0.209817137,90.551,445.7,0.147058824,-0.065783048,-0.166666667,2.MGケース
391,9030115A011    ,2023,38,3.4,0.033333333,0.041666667,0.56,1,ＴＰ１３１フタナシ,1,2,3.52,1000,1.75,4.88,1.0005,ＮＯＫ（株）,4,8.714285714,15.03672942,0.03,0.218130431,94.16,430.5,0.046153846,0.093189964,-0.2,2.MGケース
534,9030115A011    ,2023,39,3.408333333,0.033333333,0.041666667,0.56,1,ＴＰ１３１フタナシ,1,2,3.52,1000,2,1.9,0.517,ＮＯＫ（株）,2,3.392857143,29.1704467,0.03,0.115714034,98.06,454.5,0.00245098,-0.610655738,-0.5,2.MGケース
87,9030117A010    ,2023,36,3.958333333,0.05,0.05,0.54,3,ＴＰ１３１フタナシ,1,2,3.52,1000,1.571428571,6.102857143,1.284285714,ＮＯＫ（株）,7,11.3015873,13.6377358,0.03,0.275955639,95.285,469.4,0,0,0,3.ギヤサブ・共通部品
238,9030117A010    ,2023,37,4.416666667,0.05,0.041666667,0.54,3,ＴＰ１３１フタナシ,1,2,3.52,1000,1.333333333,4.673333333,1.289833333,ＮＯＫ（株）,6,8.654320988,15.15139387,0.03,0.278464267,90.551,445.7,0.115789474,-0.234238452,-0.142857143,3.ギヤサブ・共通部品
392,9030117A010    ,2023,38,4.125,0.041666667,0.05,0.54,3,ＴＰ１３１フタナシ,1,2,3.52,1000,1.6,4.634,1.2466,ＮＯＫ（株）,5,8.581481481,14.64159505,0.03,0.269128951,94.16,430.5,-0.066037736,-0.008416548,-0.166666667,3.ギヤサブ・共通部品
535,9030117A010    ,2023,39,4.608333333,0.058333333,0.05,0.54,3,ＴＰ１３１フタナシ,1,2,3.52,1000,1.333333333,1.756666667,0.906,ＮＯＫ（株）,3,3.25308642,22.50646298,0.03,0.200320835,98.06,454.5,0.117171717,-0.620917854,-0.4,3.ギヤサブ・共通部品
88,9030119A010    ,2023,36,2.333333333,0.025,0.041666667,0.58,1,ＴＰ１３１フタナシ,1,2,3.52,1000,2,5.2875,0.979,ＮＯＫ（株）,4,9.11637931,10.5459487,0.03,0.210506081,95.285,469.4,0,0,0,7.ファイナル前半
239,9030119A010    ,2023,37,1.558333333,0.041666667,0.041666667,0.58,1,ＴＰ１３１フタナシ,1,2,3.52,1000,1.25,3.84,1.004,ＮＯＫ（株）,4,6.620689655,6.867809,0.03,0.210017715,90.551,445.7,-0.332142857,-0.273758865,0,7.ファイナル前半
393,9030119A010    ,2023,38,1,0.079365079,0,0.58,1,ＴＰ１３１フタナシ,1,2,3.52,1000,1.333333333,2.69,0.829333333,ＮＯＫ（株）,6,4.637931034,5.335344165,0.03,0.17266751,94.16,430.5,-0.35828877,-0.299479167,0.5,7.ファイナル前半
536,9030119A010    ,2023,39,1.458333333,0.041666667,0.033333333,0.58,1,ＴＰ１３１フタナシ,1,2,3.52,1000,1,1.81,0.959,ＮＯＫ（株）,2,3.120689655,6.728678165,0.03,0.200979544,98.06,454.5,0.458333333,-0.327137546,-0.666666667,7.ファイナル前半
89,9030119A011    ,2023,36,4.05,0.15,0.141666667,0.54,1,ＴＰ１３１フタナシ,1,2,3.52,200,1.611111111,1.850555556,3.647777778,ＮＯＫ（株）,18,3.426954733,4.912676998,0.03,0.585348529,95.285,469.4,0,0,0,7.ファイナル前半
240,9030119A011    ,2023,37,3.5,0.15,0.15,0.54,1,ＴＰ１３１フタナシ,1,2,3.52,200,1.55,1.8125,3.48,ＮＯＫ（株）,20,3.356481481,4.450208524,0.03,0.549950553,90.551,445.7,-0.135802469,-0.020564395,0.111111111,7.ファイナル前半
394,9030119A011    ,2023,38,2.925,0.133333333,0.15,0.54,1,ＴＰ１３１フタナシ,1,2,3.52,200,1.473684211,1.824210526,3.598947368,ＮＯＫ（株）,19,3.378167641,3.596184259,0.03,0.524606717,94.16,430.5,-0.164285714,0.00646098,-0.05,7.ファイナル前半
537,9030119A011    ,2023,39,3.2,0.15,0.15,0.54,1,ＴＰ１３１フタナシ,1,2,3.52,200,1.533333333,1.263333333,3.658666667,ＮＯＫ（株）,15,2.339506173,3.870068887,0.03,0.544001608,98.06,454.5,0.094017094,-0.307462974,-0.210526316,7.ファイナル前半
90,9031150A014    ,2023,36,6.533333333,0.433333333,0.433333333,0.54,1,サンボックス＃２４Ｂフタナシ,1,2,3.52,84,1.592592593,1.703703704,9.833112875,ＮＯＫ（株）,54,3.155006859,2.939918919,0.03,0.782610303,95.285,469.4,0,0,0,8.ファイナル後半
241,9031150A014    ,2023,37,6.05,0.416666667,0.408333333,0.54,1,サンボックス＃２４Ｂフタナシ,1,2,3.52,84,1.545454545,1.427272727,9.657792208,ＮＯＫ（株）,55,2.643097643,2.771845876,0.03,0.748425993,90.551,445.7,-0.073979592,-0.162252964,0.018518519,8.ファイナル後半
395,9031150A014    ,2023,38,5.87394958,0.361344538,0.394957983,0.54,1,サンボックス＃２４Ｂフタナシ,1,2,3.52,84,1.529411765,1.42745098,9.510037348,ＮＯＫ（株）,51,2.643427741,2.732999503,0.03,0.737607182,94.16,430.5,-0.029099243,0.000124891,-0.072727273,8.ファイナル後半
538,9031150A014    ,2023,39,6.408333333,0.433333333,0.425,0.54,1,サンボックス＃２４Ｂフタナシ,1,2,3.52,84,1.555555556,1.097777778,9.675396825,ＮＯＫ（株）,45,2.032921811,2.930676409,0.03,0.776565801,98.06,454.5,0.090975203,-0.230952381,-0.117647059,8.ファイナル後半
91,9031150A015    ,2023,36,5.683333333,0.433333333,0.433333333,0.53,1,サンボックス＃２４Ｂフタナシ,1,2,3.52,84,1.537037037,1.457777778,10.05643739,ＮＯＫ（株）,54,2.750524109,2.500636324,0.03,0.707614787,95.285,469.4,0,0,0,8.ファイナル後半
242,9031150A015    ,2023,37,5.205128205,0.418803419,0.401709402,0.53,1,サンボックス＃２４Ｂフタナシ,1,2,3.52,84,1.518518519,1.376296296,9.666005291,ＮＯＫ（株）,54,2.596785465,2.382736201,0.03,0.676075044,90.551,445.7,-0.084141665,-0.055894309,0,8.ファイナル後半
396,9031150A015    ,2023,38,5.529411765,0.386554622,0.386554622,0.53,1,サンボックス＃２４Ｂフタナシ,1,2,3.52,84,1.509433962,1.395384615,9.540750916,ＮＯＫ（株）,53,2.632801161,2.564412797,0.03,0.70782579,94.16,430.5,0.062300782,0.013869338,-0.018518519,8.ファイナル後半
539,9031150A015    ,2023,39,5.866666667,0.425,0.425,0.53,1,サンボックス＃２４Ｂフタナシ,1,2,3.52,84,1.533333333,1.059777778,9.411640212,ＮＯＫ（株）,45,1.999580713,2.758148578,0.03,0.739382341,98.06,454.5,0.060992908,-0.240512067,-0.150943396,8.ファイナル後半
243,9033106A003    ,2023,37,1,0.052631579,0,0.67,3,AW131ﾌﾀﾅｼ,1,1,1.78,5000,1,13.27,0.1034,サトープレス工業（株）,1,19.80597015,34.78841685,0,0.028655769,90.551,445.7,0,0,0,3.ギヤサブ・共通部品
92,9033904A002    ,2023,36,2.575,0.041666667,0.025,0.61,1,AW131ﾌﾀﾅｼ,1,1,1.78,1000,1,4.718,0.9256,サトープレス工業（株）,5,7.73442623,10.00711963,0,0.234538673,95.285,469.4,0,0,0,4.TA・カバー・メイン
244,9033904A002    ,2023,37,1.677966102,0.042372881,0.042372881,0.61,1,AW131ﾌﾀﾅｼ,1,1,1.78,1000,1,4.618,0.8922,サトープレス工業（株）,5,7.570491803,6.765130337,0,0.217862776,90.551,445.7,-0.348362679,-0.021195422,0,4.TA・カバー・メイン
