シリアル,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,AVAILABLE_RATE,KAKO_CNT,先週からの順立装置在庫量の増加率,先週からの社内LTの増加率,先週からかんばん増加数,使用工程
299,G1174ECB010    ,2023,37,6.847457627,0.271186441,0.288135593,0.85,1,ＴＰ３６２フタナシ,1,1,2.28,50,1,2.397804878,6.920487805,住友電装（株）,41,2.820946915,3.016607469,0,0.665893022,90.551,445.7,-0.323150811,0.014545101,0.171428571,4.TA・カバー・メイン
443,G1174ECB010    ,2023,38,9.166666667,0.208333333,0.283333333,0.85,1,ＴＰ３６２フタナシ,1,1,2.28,50,1,2.424285714,6.981142857,住友電装（株）,35,2.85210084,4.003234863,0,0.808816284,94.16,430.5,0.33869637,0.011043783,-0.146341463,4.TA・カバー・メイン
580,G1174ECB010    ,2023,39,5.087719298,0.289473684,0.289473684,0.85,1,ＴＰ３６２フタナシ,1,1,2.28,50,1,1.611333333,7.059333333,住友電装（株）,30,1.895686275,2.197281045,0,0.529442363,98.06,454.5,-0.444976077,-0.335336869,-0.142857143,4.TA・カバー・メイン
145,G1174ECE010    ,2023,36,17.64166667,0.3,0.408333333,0.87,1,ＴＰ３６２フタナシ,1,1,2.28,50,1,3.127708333,9.529583333,住友電装（株）,48,3.59506705,5.644063043,0,1.127254003,95.285,469.4,0,0,0,4.TA・カバー・メイン
300,G1174ECE010    ,2023,37,13.56666667,0.325,0.375,0.87,1,ＴＰ３６２フタナシ,1,1,2.28,50,1,3.064705882,9.016470588,住友電装（株）,51,3.522650439,4.587359124,0,0.965279359,90.551,445.7,-0.230987246,-0.020143327,0.0625,4.TA・カバー・メイン
444,G1174ECE010    ,2023,38,15.25833333,0.291666667,0.366666667,0.87,1,ＴＰ３６２フタナシ,1,1,2.28,50,1,2.955531915,9.029361702,住友電装（株）,47,3.397163121,5.152004148,0,1.042746292,94.16,430.5,0.124692875,-0.035622984,-0.078431373,4.TA・カバー・メイン
581,G1174ECE010    ,2023,39,9.966666667,0.333333333,0.383333333,0.87,1,ＴＰ３６２フタナシ,1,1,2.28,50,1,1.996875,8.625625,住友電装（株）,32,2.295258621,3.522779956,0,0.792282614,98.06,454.5,-0.346805025,-0.324360197,-0.319148936,4.TA・カバー・メイン
146,G1250ECB010    ,2023,36,5.541666667,0.15,0.158333333,0.87,1,ＴＰ３３２フタナシ,1,2,6.2,60,1.444444444,2.45,3.665740741,（株）バルカー,18,2.816091954,4.199292751,0.24,0.891595383,95.285,469.4,0,0,0,2.MGケース
301,G1250ECB010    ,2023,37,4.25,0.15,0.15,0.87,1,ＴＰ３３２フタナシ,1,2,6.2,60,1.5,2.071,3.540833333,（株）バルカー,20,2.38045977,3.334117832,0.24,0.804684031,90.551,445.7,-0.233082707,-0.154693878,0.111111111,2.MGケース
445,G1250ECB010    ,2023,38,4.108333333,0.158333333,0.15,0.87,1,ＴＰ３３２フタナシ,1,2,6.2,60,1.473684211,2.327894737,3.507894737,（株）バルカー,19,2.675741077,3.253243867,0.24,0.7927188,94.16,430.5,-0.033333333,0.124043813,-0.05,2.MGケース
582,G1250ECB010    ,2023,39,5.825,0.175,0.158333333,0.87,1,ＴＰ３３２フタナシ,1,2,6.2,60,1.3125,1.723125,3.569791667,（株）バルカー,16,1.980603448,4.532633012,0.24,0.896703121,98.06,454.5,0.417849899,-0.259792562,-0.157894737,2.MGケース
147,G1250ECC010    ,2023,36,4.783333333,0.083333333,0.091666667,0.87,1,ＴＰ３３２フタナシ,1,2,6.2,60,1.636363636,3.821818182,2.395454545,（株）バルカー,11,4.392894462,5.54677068,0.24,0.696845092,95.285,469.4,0,0,0,2.MGケース
302,G1250ECC010    ,2023,37,2.529411765,0.100840336,0.100840336,0.87,1,ＴＰ３３２フタナシ,1,2,6.2,60,1.461538462,2.46,2.358974359,（株）バルカー,13,2.827586207,2.978473998,0.24,0.591549361,90.551,445.7,-0.471203115,-0.356327307,0.181818182,2.MGケース
446,G1250ECC010    ,2023,38,3.05,0.1,0.091666667,0.87,1,ＴＰ３３２フタナシ,1,2,6.2,60,1.416666667,2.9675,2.226388889,（株）バルカー,12,3.41091954,3.805364941,0.24,0.606376436,94.16,430.5,0.205813953,0.206300813,-0.076923077,2.MGケース
583,G1250ECC010    ,2023,39,4.175,0.125,0.091666667,0.87,1,ＴＰ３３２フタナシ,1,2,6.2,60,1.444444444,2.094444444,2.244444444,（株）バルカー,9,2.407407407,5.167079208,0.24,0.652188483,98.06,454.5,0.368852459,-0.294205747,-0.25,2.MGケース
148,G1250ECE010    ,2023,36,14.88333333,0.341666667,0.333333333,0.88,1,ＴＰ３３２フタナシ,1,2,6.2,60,1.487804878,2.870731707,7.617886179,（株）バルカー,41,3.262195122,5.427042571,0.24,1.547625985,95.285,469.4,0,0,0,2.MGケース
303,G1250ECE010    ,2023,37,12.53333333,0.325,0.316666667,0.88,1,ＴＰ３３２フタナシ,1,2,6.2,60,1.5,3.017142857,7.521825397,（株）バルカー,42,3.428571429,4.628506111,0.24,1.429846434,90.551,445.7,-0.157894737,0.051001335,0.024390244,2.MGケース
447,G1250ECE010    ,2023,38,12.83333333,0.325,0.308333333,0.88,1,ＴＰ３３２フタナシ,1,2,6.2,60,1.45,2.6615,7.6075,（株）バルカー,40,3.024431818,4.685921544,0.24,1.44681691,94.16,430.5,0.02393617,-0.117874053,-0.047619048,2.MGケース
584,G1250ECE010    ,2023,39,14.71666667,0.358333333,0.316666667,0.88,1,ＴＰ３３２フタナシ,1,2,6.2,60,1.448275862,1.918275862,7.114367816,（株）バルカー,29,2.179858934,5.746066367,0.24,1.523627126,98.06,454.5,0.146753247,-0.279250099,-0.275,2.MGケース
149,G9201ECB030    ,2023,36,39.625,2.383333333,1.9,0.78,2,Ｔ２０３フタナシ,1,2,5.82,8,1.433544304,4.176297468,46.78243671,佐藤工業（株）,316,5.354227524,2.483888276,0.05,1.404433229,95.285,469.4,0,0,0,8.ファイナル後半
304,G9201ECB030    ,2023,37,38.90833333,1.641666667,1.841666667,0.78,2,Ｔ２０３フタナシ,1,2,5.82,8,1.425,3.821428571,42.605,佐藤工業（株）,200,4.899267399,2.678105487,0.05,1.490120971,90.551,445.7,-0.018086225,-0.084972131,-0.367088608,8.ファイナル後半
448,G9201ECB030    ,2023,38,50.74166667,1.65,1.783333333,0.78,2,Ｔ２０３フタナシ,1,2,5.82,8,1.432432432,2.095675676,42.52094595,佐藤工業（株）,185,2.686763687,3.499511552,0.05,1.88728731,94.16,430.5,0.304133647,-0.451598889,-0.075,8.ファイナル後半
585,G9201ECB030    ,2023,39,28.43333333,2.025,1.933333333,0.78,2,Ｔ２０３フタナシ,1,2,5.82,8,1.425120773,1.188937198,44.17028986,佐藤工業（株）,207,1.524278459,1.887744216,0.05,1.086012566,98.06,454.5,-0.439645262,-0.432671185,0.118918919,8.ファイナル後半
150,G9201ECE010    ,2023,36,38.675,2.55,2.483333333,0.86,2,サンボックス＃２０Ｂフタナシ,1,2,5.82,8,1.414814815,5.470617284,59.96512346,佐藤工業（株）,405,6.361182888,1.891373114,0.05,1.109049901,95.285,469.4,0,0,0,8.ファイナル後半
305,G9201ECE010    ,2023,37,28.47058824,2.613445378,2.378151261,0.86,2,サンボックス＃２０Ｂフタナシ,1,2,5.82,8,1.408602151,3.86527897,54.07671674,佐藤工業（株）,279,4.49451043,1.543944717,0.05,0.910006451,90.551,445.7,-0.263850337,-0.293447381,-0.311111111,8.ファイナル後半
449,G9201ECE010    ,2023,38,53.00833333,2.166666667,2.308333333,0.86,2,サンボックス＃２０Ｂフタナシ,1,2,5.82,8,1.422131148,1.950614754,54.47079918,佐藤工業（株）,244,2.268156691,2.85381636,0.05,1.615479464,94.16,430.5,0.861862948,-0.495349555,-0.125448029,8.ファイナル後半
586,G9201ECE010    ,2023,39,47.325,2.816666667,2.416666667,0.86,2,サンボックス＃２０Ｂフタナシ,1,2,5.82,8,1.423469388,1.813163265,53.46619898,佐藤工業（株）,196,2.108329378,2.595714561,0.05,1.478808094,98.06,454.5,-0.107215847,-0.070465728,-0.196721311,8.ファイナル後半
