,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,AVAILABLE_RATE,KAKO_CNT
277,9056455A042    ,2023,37,11.091666666666667,0.016666666666666666,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,11.4,0.53,（株）ムロコーポレーション,2,12.258064516129032,120.96920783800486,0.0,0.09127012600043427,90.551,445.7
278,9056455A043    ,2023,37,11.091666666666667,0.025,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,,,（株）ムロコーポレーション,1,,,0.0,,90.551,445.7
279,9056455A044    ,2023,37,7.783333333333333,0.03333333333333333,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,7.909999999999999,0.43,（株）ムロコーポレーション,3,8.50537634408602,104.62875834565578,0.0,0.0740703673160993,90.551,445.7
280,9056455A045    ,2023,37,5.7,0.025,0.03333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,6.34,0.48,（株）ムロコーポレーション,2,6.817204301075268,68.64161849710983,0.0,0.08243472433814805,90.551,445.7
281,9056455A046    ,2023,37,3.9,0.016666666666666666,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,,,（株）ムロコーポレーション,1,,,0.0,,90.551,445.7
282,9056457A134    ,2023,37,7.483333333333333,0.008333333333333333,0.016666666666666666,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,,,（株）ムロコーポレーション,1,,,0.0,,90.551,445.7
283,9056457A135    ,2023,37,10.3,0.025,0.03333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,,,（株）ムロコーポレーション,1,,,0.0,,90.551,445.7
284,9056457A136    ,2023,37,5.125,0.041666666666666664,0.05,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,7.220000000000001,0.8999999999999999,（株）ムロコーポレーション,7,7.763440860215054,32.91586384071933,0.0,0.15135467376461137,90.551,445.7
285,9056457A137    ,2023,37,2.308333333333333,0.05,0.058333333333333334,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.9766666666666666,0.3133333333333333,（株）ムロコーポレーション,7,3.200716845878136,42.58393801500431,0.0,0.05379108120087781,90.551,445.7
286,9056457A138    ,2023,37,1.8666666666666667,0.03333333333333333,0.03333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,7.085000000000001,0.065,（株）ムロコーポレーション,5,7.618279569892474,165.9997035719579,0.0,0.011240378571039792,90.551,445.7
287,9056463A032    ,2023,37,6.291666666666667,0.016666666666666666,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,,,（株）ムロコーポレーション,1,,,0.0,,90.551,445.7
288,9056463A033    ,2023,37,3.125,0.025,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,3.56,0.13,（株）ムロコーポレーション,3,3.8279569892473115,138.95064473099154,0.0,0.02246792833402442,90.551,445.7
289,9056463A034    ,2023,37,2.408333333333333,0.041666666666666664,0.041666666666666664,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,4.4399999999999995,0.05,（株）ムロコーポレーション,6,4.774193548387096,278.4200385356454,0.0,0.008648369228785044,90.551,445.7
290,9056463A035    ,2023,37,1.4105263157894736,0.042105263157894736,0.031578947368421054,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.775,0.0,（株）ムロコーポレーション,5,2.983870967741935,inf,0.0,0.0,90.551,445.7
291,9056463A036    ,2023,37,1.0,0.05660377358490566,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,1.25,0.0,（株）ムロコーポレーション,4,1.3440860215053763,inf,0.0,0.0,90.551,445.7
292,9056463A037    ,2023,37,1.3333333333333333,0.016666666666666666,0.016666666666666666,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,7.19,0.0,（株）ムロコーポレーション,2,7.731182795698925,inf,0.0,0.0,90.551,445.7
293,9094906A012    ,2023,37,6.3,0.26666666666666666,0.24166666666666667,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500.0,1.393939393939394,1.9354545454545453,5.5458181818181815,中庸スプリング（株）,33,3.280431432973806,6.8023418116884065,0.1,0.6394289027554386,90.551,445.7
294,G1144ECB010    ,2023,37,33.94166666666667,2.183333333333333,2.4833333333333334,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6.0,1.0,1.6429253731343283,58.9910447761194,住友電気工業（株）,335,2.6078180525941717,1.754176272850169,0.0,0.5328799352706204,90.551,445.7
295,G1144ECE010    ,2023,37,65.63333333333334,2.716666666666667,2.375,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8.0,1.0,1.9146319018404907,57.202837423312886,矢崎総業（株）,326,3.3010894859318807,4.1124694672195234,0.0,1.022717169879853,90.551,445.7
296,G1163ECB010    ,2023,37,2.611111111111111,0.3425925925925926,0.3148148148148148,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80.0,3.4545454545454546,0.9946341463414634,7.93079268292683,（株）青山製作所,44,1.8419150858175246,2.9222226999078216,0.08,0.5626714198265295,90.551,445.7
297,G1163ECE010    ,2023,37,10.5,0.75,0.75,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100.0,3.443396226415094,1.3740625,17.912187499999998,（株）青山製作所,106,2.5925707547169807,5.202896981297754,0.08,1.1558948899406563,90.551,445.7
298,G117362010     ,2023,37,54.38333333333333,1.7666666666666666,1.9083333333333334,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18.0,1.0,2.3294615384615387,45.019444444444446,多摩川精機販売（株）,260,2.7405429864253397,2.9827075177849536,0.0,1.0821881070263808,90.551,445.7
299,G1174ECB010    ,2023,37,6.8474576271186445,0.2711864406779661,0.288135593220339,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50.0,1.0,2.39780487804878,6.920487804878049,住友電装（株）,41,2.8209469153515063,3.016607469478503,0.0,0.6658930218123353,90.551,445.7
300,G1174ECE010    ,2023,37,13.566666666666666,0.325,0.375,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50.0,1.0,3.064705882352941,9.016470588235293,住友電装（株）,51,3.522650439486139,4.587359123852199,0.0,0.9652793586261019,90.551,445.7
301,G1250ECB010    ,2023,37,4.25,0.15,0.15,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.5,2.0709999999999997,3.540833333333333,（株）バルカー,20,2.380459770114942,3.3341178316466613,0.24,0.8046840312897576,90.551,445.7
302,G1250ECC010    ,2023,37,2.5294117647058822,0.10084033613445378,0.10084033613445378,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4615384615384615,2.46,2.3589743589743586,（株）バルカー,13,2.8275862068965516,2.9784739982949704,0.24,0.5915493605773323,90.551,445.7
303,G1250ECE010    ,2023,37,12.533333333333333,0.325,0.31666666666666665,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.5,3.017142857142857,7.521825396825397,（株）バルカー,42,3.4285714285714284,4.628506110964564,0.24,1.4298464344987338,90.551,445.7
304,G9201ECB030    ,2023,37,38.90833333333333,1.6416666666666666,1.8416666666666666,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8.0,1.425,3.8214285714285716,42.605,佐藤工業（株）,200,4.8992673992674,2.678105486726313,0.05,1.4901209710693981,90.551,445.7
305,G9201ECE010    ,2023,37,28.470588235294116,2.6134453781512605,2.3781512605042017,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8.0,1.4086021505376345,3.8652789699570818,54.076716738197426,佐藤工業（株）,279,4.494510430182653,1.5439447166287468,0.05,0.910006450642396,90.551,445.7
306,019128GA010    ,2023,38,36.766666666666666,0.6166666666666667,0.65,1.07,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,50.0,1.5238095238095237,3.5833333333333335,16.14547619047619,石黒ゴム工業（株）,84,3.3489096573208723,9.815567507865417,0.29,1.966596801050938,94.16,430.5
307,01912ECB010    ,2023,38,11.633333333333333,0.20833333333333334,0.21666666666666667,0.85,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,300.0,1.5,3.6086666666666667,5.46911111111111,石黒ゴム工業（株）,30,4.245490196078432,9.16852430718532,0.29,0.9553894382677289,94.16,430.5
308,01912ECB040    ,2023,38,27.116666666666667,0.6916666666666667,0.6583333333333333,0.25,1.0,ＴＰ３４２フタナシ,1.0,1.0,2.12,50.0,1.0,2.407380952380952,16.00595238095238,愛産樹脂工業（株）,84,9.629523809523809,5.43000448169656,0.0,1.2194799573366704,94.16,430.5
309,01912ECB060    ,2023,38,1.4705882352941178,0.049019607843137254,0.029411764705882353,0.78,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.25,400.0,1.0,4.147499999999999,0.740625,新光ゴム工業（株）,4,5.317307692307691,4.672010278422613,0.0,0.26984921510780485,94.16,430.5
310,1040043104R    ,2023,38,3.85,0.06666666666666667,0.06666666666666667,0.75,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,3.8,1000.0,1.5,5.648571428571429,1.7882857142857145,（株）ギフ加藤製作所,8,7.531428571428571,8.970415934387814,0.12,0.38678023037868176,94.16,430.5
311,1040052001Z    ,2023,38,2.8375,0.07916666666666666,0.07083333333333333,0.53,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,3.4615384615384617,3.6766666666666663,2.06,（株）青山製作所,13,6.937106918238992,12.225685069225024,0.08,0.22391855108315942,94.16,430.5
312,1040183011P    ,2023,38,1.4416666666666667,0.08333333333333333,0.08333333333333333,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.5,1.92,2.1075,（株）青山製作所,12,3.5555555555555554,6.071581489046586,0.08,0.22083656040684085,94.16,430.5
313,2030044001J    ,2023,38,1.3083333333333333,0.03333333333333333,0.03333333333333333,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,400.0,1.5,2.6975000000000002,0.938125,ＮＯＫ（株）,4,4.99537037037037,6.1709106416764445,0.03,0.19565678647679716,94.16,430.5
314,2030045013L    ,2023,38,2.158333333333333,0.041666666666666664,0.041666666666666664,0.53,3.0,ＴＰ３３１フタナシ,1.0,1.0,1.96,2000.0,1.0,4.1525,1.14025,伊藤金属工業（株）,4,7.834905660377358,6.394796462764012,0.0,0.284288273302287,94.16,430.5
315,2030052002N    ,2023,38,4.541666666666667,0.10833333333333334,0.10833333333333334,0.5,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300.0,1.4615384615384615,2.924615384615385,2.6976923076923076,（株）杉浦製作所,13,5.84923076923077,16.345026082832025,0.12,0.25473826943470795,94.16,430.5
316,3040052001B    ,2023,38,2.4541484716157207,0.1615720524017467,0.13537117903930132,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.025,2.108,7.3255,（株）青山製作所,40,4.053846153846154,2.9735011786448986,0.08,0.5381086941951393,94.16,430.5
317,33490ECB010    ,2023,38,44.625,3.4166666666666665,3.6,0.82,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.5129310344827587,1.185948275862069,86.70474137931035,マレリ（株）,464,1.446278385197645,2.0921859190006975,0.23,0.896448070656855,94.16,430.5
318,33490ECE010    ,2023,38,92.025,4.55,4.783333333333333,0.81,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.5065573770491802,1.504967213114754,113.13770491803278,マレリ（株）,610,1.8579842137219185,3.3064606191603407,0.23,1.404271523822625,94.16,430.5
319,34989ECB010    ,2023,38,1.525,0.016666666666666666,0.016666666666666666,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,7.23,0.486,（株）槌屋,2,8.925925925925926,9.423003250163744,0.0,0.15352395488125878,94.16,430.5
320,34989ECB020    ,2023,38,6.033333333333333,0.058333333333333334,0.075,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,5.582,1.6280000000000001,（株）槌屋,10,6.891358024691358,11.129065183119236,0.0,0.46994194767660485,94.16,430.5
321,34989ECB030    ,2023,38,3.25,0.016666666666666666,0.03333333333333333,0.8,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,1000.0,1.0,5.4425,0.8787499999999999,（株）槌屋,4,6.803125,11.106412244392331,0.0,0.2701781570574365,94.16,430.5
322,34989ECE020    ,2023,38,2.066666666666667,0.016666666666666666,0.016666666666666666,0.82,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,5.9,0.47,（株）槌屋,1,7.195121951219513,13.204694055757885,0.0,0.15087146949841657,94.16,430.5
323,35145ECB010    ,2023,38,6.766666666666667,0.16666666666666666,0.16666666666666666,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.0,3.1555,3.4455,三共鋼業（株）,20,5.089516129032258,7.167570380774528,0.0,0.627394527274817,94.16,430.5
324,35145ECE010    ,2023,38,5.958333333333333,0.2,0.18333333333333332,0.65,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.0,2.62375,4.516666666666667,三共鋼業（株）,24,4.036538461538461,4.81455544482452,0.0,0.6234486519129675,94.16,430.5
325,35145ECE020    ,2023,38,5.1,0.18333333333333332,0.18333333333333332,0.65,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100.0,2.6538461538461537,2.2128,4.54,（株）浅賀井製作所,26,3.4043076923076923,5.702274201122565,0.13,0.7219425315044499,94.16,430.5
326,35165ECE010    ,2023,38,4.791666666666667,0.10833333333333334,0.1,0.63,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200.0,1.0,3.5246153846153847,2.2915384615384613,（株）松尾製作所,13,5.594627594627594,9.461656431622668,0.0,0.40375453293688035,94.16,430.5
327,35174ECB010    ,2023,38,12.916666666666666,0.675,0.7166666666666667,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20.0,2.510869565217391,1.537391304347826,17.515217391304347,（株）浅賀井製作所,92,1.7671164417791103,3.7434211866508655,0.13,1.435506355162318,94.16,430.5
328,35174ECE010    ,2023,38,14.716666666666667,0.425,0.4666666666666667,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40.0,2.55,2.4410000000000003,11.472083333333334,（株）浅賀井製作所,60,2.805747126436782,6.511798209476731,0.13,1.47855329336894,94.16,430.5
329,35174ECE020    ,2023,38,8.508333333333333,0.225,0.20833333333333334,0.63,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90.0,2.607142857142857,2.7742857142857145,5.087301587301587,（株）浅賀井製作所,28,4.403628117913833,8.489669536020019,0.13,0.8494860474248529,94.16,430.5
330,3519510A010    ,2023,38,2.466666666666667,0.025,0.025,0.63,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600.0,1.5,6.015000000000001,0.6425000000000001,中庸スプリング（株）,2,9.54761904761905,22.989041372507902,0.1,0.10567314999880832,94.16,430.5
331,35195ECE010    ,2023,38,6.516666666666667,0.10833333333333334,0.09166666666666666,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,4.596153846153846,1.8980769230769232,三共鋼業（株）,13,7.413151364764268,12.530290368463996,0.0,0.44870515773494246,94.16,430.5
332,35195TFG010    ,2023,38,4.683333333333334,0.10833333333333334,0.09166666666666666,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,3.6415384615384614,2.102307692307692,三共鋼業（株）,13,5.873449131513647,8.13033100885545,0.0,0.45303199268167116,94.16,430.5
333,35198ECE010    ,2023,38,5.633333333333334,0.10833333333333334,0.09166666666666666,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200.0,1.0,3.763076923076923,2.2746153846153847,サトープレス工業（株）,13,6.488063660477454,8.908666100599397,0.0,0.4986569197635887,94.16,430.5
334,35300ECB010    ,2023,38,129.96666666666667,2.25,2.7583333333333333,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12.0,2.444126074498567,3.2507736389684814,67.98543457497613,アイシン精機（株）,349,3.572278724141188,8.458778706172392,0.14,4.5042220865567195,94.16,430.5
335,35312ECB010    ,2023,38,4.975,0.25833333333333336,0.225,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,1.9135483870967742,5.642089093701997,（株）旭工業所,31,3.243302351011482,3.040570988668475,0.0,0.5549504372854406,94.16,430.5
336,35352ECB010    ,2023,38,2.35,0.03333333333333333,0.025,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,4.67,0.7837301587301587,五興商事（株）,3,7.296875,10.095895665515918,0.0,0.21522487322852024,94.16,430.5
337,3539450A010    ,2023,38,2.9125,0.020833333333333332,0.025,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000.0,1.0,6.4399999999999995,0.8904,ミズショー（株）,5,9.070422535211268,11.35764512828192,0.0,0.23693183396678638,94.16,430.5
338,35409ECB010    ,2023,38,2.8833333333333333,0.08333333333333333,0.075,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,3.137,1.7329999999999999,サンコール（株）,10,4.753030303030303,5.103624222213569,0.0,0.4164696126122026,94.16,430.5
339,35441ECB010    ,2023,38,24.975,0.7333333333333333,0.6833333333333333,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.347840909090909,16.909801136363637,（株）ニフコ,88,3.504240162822252,4.703675455382311,0.0,1.1120280104960543,94.16,430.5
340,35441TFA010    ,2023,38,3.408333333333333,0.15833333333333333,0.14166666666666666,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,2.3131578947368423,3.62,（株）ニフコ,19,3.452474469756481,2.998498551336641,0.0,0.5012624545178151,94.16,430.5
341,3548255A010    ,2023,38,4.333333333333333,0.058333333333333334,0.06666666666666667,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,3.5828571428571427,1.399047619047619,サトープレス工業（株）,7,6.2857142857142865,11.141529254472525,0.0,0.3436281892606884,94.16,430.5
342,35482TFA010    ,2023,38,1.0,0.05555555555555555,0.0,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000.0,1.0,7.510000000000001,0.42,サトープレス工業（株）,1,11.378787878787879,8.564576909900651,0.0,0.11104230300899533,94.16,430.5
343,35501ECB010    ,2023,38,4.183333333333334,0.175,0.15,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,2.6233333333333335,3.677619047619048,大橋鉄工（株）,21,4.372222222222223,4.779459368882863,0.0,0.48412834209104383,94.16,430.5
344,35505ECB010    ,2023,38,10.633333333333333,0.5833333333333334,0.6083333333333333,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.4675324675324675,1.5681818181818181,14.709415584415584,中庸スプリング（株）,77,1.9360269360269358,4.328700506502722,0.1,0.8562232764009332,94.16,430.5
345,35556ECB010    ,2023,38,2.9916666666666667,0.15,0.14166666666666666,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.5263157894736843,1.911875,3.514375,（株）ギフ加藤製作所,19,2.549166666666667,3.5469401466200328,0.12,0.5459398768023728,94.16,430.5
346,35557ECB010    ,2023,38,8.258333333333333,0.30833333333333335,0.325,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.4761904761904763,1.8216216216216214,7.539365452408931,小川工業（株）,42,2.0467658669905857,3.6880870564889676,0.05,1.0540662974344308,94.16,430.5
347,35580ECB011    ,2023,38,76.45833333333333,2.575,2.3666666666666667,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.4466019417475726,2.860453074433657,59.39590075512405,アイシン精機（株）,309,3.1782811938151747,5.695867983117371,0.14,3.251520718781088,94.16,430.5
348,35595ECB010    ,2023,38,7.875,0.39166666666666666,0.35833333333333334,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.5721276595744682,8.628191489361702,サトープレス工業（株）,47,2.7581187010078394,3.2831142151194888,0.0,0.6380281665761953,94.16,430.5
349,3559850A010    ,2023,38,2.245833333333333,0.07916666666666666,0.07083333333333333,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100.0,1.5263157894736843,2.033684210526316,3.617368421052632,アイコー（株）,19,2.259649122807018,2.523769417819305,0.32,0.4976009486477402,94.16,430.5
350,35771ECB010    ,2023,38,25.933333333333334,3.591666666666667,3.6083333333333334,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4.0,3.5527426160337554,0.8141189427312776,86.76101321585904,アイシン機工（株）,474,1.0305303072547818,3.029446384909135,0.12,1.18809466089078,94.16,430.5
351,35771ECE010    ,2023,38,54.09166666666667,3.033333333333333,3.1,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6.0,3.547979797979798,1.2996344647519582,75.7136640557006,アイシン機工（株）,396,1.645106917407542,7.2407848462866,0.12,2.287617848789126,94.16,430.5
352,35847ECB010    ,2023,38,4.75,0.23333333333333334,0.225,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80.0,1.0,2.1082758620689654,4.582327586206896,（株）メタルテック,29,4.133874239350913,3.5744520741228487,0.0,0.5664272461221525,94.16,430.5
353,35847ECB020    ,2023,38,6.375,0.225,0.2,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70.0,1.0,1.8492592592592592,5.01005291005291,（株）メタルテック,27,3.6985185185185183,4.387729833467467,0.0,0.6607391617222391,94.16,430.5
354,35847ECE010    ,2023,38,17.991666666666667,0.5083333333333333,0.4666666666666667,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40.0,1.0,2.3398360655737704,11.282377049180328,（株）メタルテック,61,4.679672131147541,5.498861597571297,0.0,1.0372612191755308,94.16,430.5
355,35847ECE020    ,2023,38,13.916666666666666,0.3333333333333333,0.31666666666666665,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60.0,1.0,2.6335,7.584999999999999,（株）メタルテック,40,5.374489795918368,6.326764106410869,0.0,0.9738053970868119,94.16,430.5
356,35882ECB010    ,2023,38,7.316666666666666,0.3333333333333333,0.325,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50.0,1.0,1.7036585365853658,6.976097560975609,（株）メタルテック,41,3.4073170731707316,3.616618723712754,0.0,0.6687065315547333,94.16,430.5
357,36108ECB010    ,2023,38,3.275,0.10833333333333334,0.1,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.0,2.7646153846153845,2.3712820512820514,（株）オーハシテクニカ,13,4.319711538461538,4.650200097864458,0.0,0.4586805021347552,94.16,430.5
358,41310ECB010    ,2023,38,64.975,6.683333333333334,7.183333333333334,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2.0,2.4714912280701755,0.9516260162601626,172.40301974448315,（株）オンド,912,1.3791681395074822,3.0150283955025294,0.05,1.187062956147016,94.16,430.5
359,41310ECE010    ,2023,38,148.15833333333333,8.725,9.358333333333333,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2.0,2.4677966101694917,1.48152466367713,225.17219730941704,（株）オンド,1180,2.116463805253043,5.26382333533811,0.05,2.034709215530219,94.16,430.5
360,5040056001E    ,2023,38,4.318181818181818,0.2909090909090909,0.23636363636363636,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300.0,1.0,2.10875,5.003125,サトープレス工業（株）,32,3.635775862068966,3.104665208835714,0.0,0.5166558363887096,94.16,430.5
361,82125ECB010    ,2023,38,3.2,0.16666666666666666,0.14166666666666666,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,2.053,3.446,矢崎総業（株）,20,3.5396551724137932,3.3283615932034856,0.0,0.4606529276063821,94.16,430.5
362,82125ECE010    ,2023,38,6.325,0.2,0.19166666666666668,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.0,2.3295833333333333,4.513333333333333,矢崎総業（株）,24,4.016522988505748,5.022950715522308,0.0,0.6479237792035487,94.16,430.5
363,82821CWA030    ,2023,38,10.258333333333333,0.16666666666666666,0.16666666666666666,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200.0,1.5,3.9490909090909088,4.041363636363636,石黒ゴム工業（株）,22,4.757940854326396,10.941097610007278,0.29,0.7792807724038717,94.16,430.5
364,82821ECB010    ,2023,38,5.133333333333334,0.08333333333333333,0.09166666666666666,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.5,4.271,2.2075,石黒ゴム工業（株）,10,5.145783132530121,10.023300920321267,0.29,0.4568068674918194,94.16,430.5
365,82821ECB020    ,2023,38,9.975,0.15833333333333333,0.16666666666666666,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.5217391304347827,4.427826086956522,4.031521739130435,石黒ゴム工業（株）,23,5.089455272363818,10.664878534041147,0.29,0.7743233302771079,94.16,430.5
366,82821ECB040    ,2023,38,3.85,0.13333333333333333,0.14166666666666666,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.4736842105263157,2.3573684210526316,3.6221052631578945,石黒ゴム工業（株）,19,2.8402029169308816,4.5815420537333775,0.29,0.5856671326922888,94.16,430.5
367,82821ECB050    ,2023,38,17.541666666666668,0.325,0.3333333333333333,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,1.511111111111111,3.4153333333333333,8.21111111111111,石黒ゴム工業（株）,45,4.114859437751004,9.208331389109235,0.29,1.2781332769170795,94.16,430.5
368,82821ECE010    ,2023,38,31.933333333333334,0.35833333333333334,0.375,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50.0,1.5098039215686274,5.131764705882352,9.109019607843138,石黒ゴム工業（株）,51,4.7960417811984595,15.110701709589494,0.29,1.5870915454702093,94.16,430.5
369,82821XAE010    ,2023,38,19.983333333333334,0.31666666666666665,0.3333333333333333,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100.0,1.5348837209302326,3.6927906976744183,7.980697674418604,石黒ゴム工業（株）,43,4.244587008821171,10.792923248723278,0.29,1.3162250884056121,94.16,430.5
370,82821XAE020    ,2023,38,1.375,0.03333333333333333,0.03333333333333333,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.2,3.784,0.7655000000000001,石黒ゴム工業（株）,5,4.671604938271605,7.742291493051643,0.29,0.16843644383632025,94.16,430.5
371,82824ECB010    ,2023,38,8.741666666666667,0.49166666666666664,0.45,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32.0,1.0,1.4471186440677966,10.989936440677965,矢崎総業（株）,59,2.538804638715433,2.850984512906813,0.0,0.6074644115945996,94.16,430.5
