,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,AVAILABLE_RATE,KAKO_CNT
557,9036652A004    ,2023,39,8.716666666666667,0.3416666666666667,0.30833333333333335,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63.0,1.0,1.5532258064516131,6.865335381464413,（株）ジェイテクト,31,2.724957555178269,4.378150460867419,0.0,0.7522959157759778,98.06,454.5
558,9036658A001    ,2023,39,5.281818181818182,0.41818181818181815,0.33636363636363636,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45.0,1.0,1.204864864864865,8.066066066066066,（株）ジェイテクト,37,2.113798008534851,2.257998632173794,0.0,0.49236850838513024,98.06,454.5
559,9036658A002    ,2023,39,6.466101694915254,0.4745762711864407,0.4067796610169492,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.2219565217391306,10.041062801932368,（株）ジェイテクト,46,2.071112748710391,2.2205719490140563,0.0,0.506601363971996,98.06,454.5
560,9036659A009    ,2023,39,20.35,1.0666666666666667,0.95,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.3145192307692308,22.19684829059829,（株）ジェイテクト,104,2.2279986962190352,3.16136835619252,0.0,0.768851238878283,98.06,454.5
561,9036659A010    ,2023,39,21.65,1.0833333333333333,0.9583333333333334,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36.0,1.0,1.2508571428571431,22.233333333333334,（株）ジェイテクト,105,2.1200968523002426,3.357803856692343,0.0,0.810776280880107,98.06,454.5
562,9050827A011    ,2023,39,2.9,0.075,0.075,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200.0,3.0,1.39,1.5858333333333334,（株）東郷製作所,6,1.782051282051282,12.070571218971608,0.08,0.2348540963021631,98.06,454.5
563,9052409A003    ,2023,39,1.3,0.025,0.03333333333333333,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500.0,8.0,3.43,0.708,（株）東郷製作所,1,4.397435897435898,12.119856053401952,0.08,0.1061765682303669,98.06,454.5
564,9056439A005    ,2023,39,11.583333333333334,0.125,0.14166666666666666,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.072,3.1160000000000005,（株）ムロコーポレーション,5,2.227956989247312,21.48770346845543,0.0,0.46783382987025374,98.06,454.5
565,9056450A002    ,2023,39,6.325,0.11666666666666667,0.10833333333333334,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.52625,0.6575,（株）ムロコーポレーション,8,2.7163978494623655,55.605617705883645,0.0,0.11235257957071175,98.06,454.5
566,9056451A087    ,2023,39,4.216666666666667,0.041666666666666664,0.041666666666666664,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.93,0.14,（株）ムロコーポレーション,1,3.150537634408602,174.09854115056424,0.0,0.024199567109858367,98.06,454.5
567,9056455A045    ,2023,39,6.866666666666666,0.03333333333333333,0.03333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,3.5100000000000002,0.45,（株）ムロコーポレーション,1,3.774193548387097,88.20381074716335,0.0,0.07743518656572351,98.06,454.5
568,9056457A136    ,2023,39,4.7,0.05,0.058333333333333334,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.18,0.88,（株）ムロコーポレーション,1,2.3440860215053765,30.872306883867576,0.0,0.1478159088464651,98.06,454.5
569,9056457A137    ,2023,39,2.15,0.041666666666666664,0.041666666666666664,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.86,0.31666666666666665,（株）ムロコーポレーション,3,3.0752688172043006,39.24551262549437,0.0,0.05432309146859655,98.06,454.5
570,9056463A033    ,2023,39,2.658333333333333,0.05,0.05,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.165,0.125,（株）ムロコーポレーション,2,2.3279569892473115,122.92870905587667,0.0,0.021601935785841513,98.06,454.5
571,9056463A034    ,2023,39,1.8166666666666667,0.041666666666666664,0.05,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.185,0.042499999999999996,（株）ムロコーポレーション,4,2.349462365591398,247.08149155616005,0.0,0.007351172316317383,98.06,454.5
572,9056463A035    ,2023,39,1.5412844036697249,0.045871559633027525,0.03669724770642202,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,1.84,0.0,（株）ムロコーポレーション,3,1.978494623655914,inf,0.0,0.0,98.06,454.5
573,9056463A036    ,2023,39,1.2105263157894737,0.02631578947368421,0.017543859649122806,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,1.0,2.0400000000000005,0.0,（株）ムロコーポレーション,1,2.1935483870967745,inf,0.0,0.0,98.06,454.5
574,9094906A012    ,2023,39,6.066666666666666,0.25,0.23333333333333334,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500.0,1.3333333333333333,1.31,5.18552380952381,中庸スプリング（株）,21,2.2203389830508478,7.005530519918142,0.1,0.6154323549256383,98.06,454.5
575,G1144ECB010    ,2023,39,38.11666666666667,2.325,2.5416666666666665,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6.0,1.0,1.226476868327402,58.90747330960854,住友電気工業（株）,281,1.9467886798847653,1.972743746497454,0.0,0.5972003742657919,98.06,454.5
576,G1144ECE010    ,2023,39,59.34166666666667,2.1333333333333333,2.4166666666666665,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8.0,1.0,1.3638976377952756,55.51673228346457,矢崎総業（株）,254,2.351547651371165,3.8311719189930056,0.0,0.9552172146526733,98.06,454.5
577,G1163ECB010    ,2023,39,5.5,0.3416666666666667,0.35,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80.0,3.3684210526315788,0.9728947368421053,8.200657894736842,（株）青山製作所,38,1.8016569200779726,5.952762409302259,0.08,0.7115530161970319,98.06,454.5
578,G1163ECE010    ,2023,39,13.341666666666667,0.7166666666666667,0.7416666666666667,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100.0,3.3,0.9962500000000001,17.229375,（株）青山製作所,80,1.8797169811320755,6.872980579000319,0.08,1.257934356643481,98.06,454.5
579,G117362010     ,2023,39,60.391666666666666,2.191666666666667,1.9,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18.0,1.0,1.561489361702128,43.97872340425532,多摩川精機販売（株）,188,1.8370463078848565,3.390621982515763,0.0,1.218353042907897,98.06,454.5
580,G1174ECB010    ,2023,39,5.087719298245614,0.2894736842105263,0.2894736842105263,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50.0,1.0,1.6113333333333335,7.059333333333333,住友電装（株）,30,1.8956862745098042,2.1972810450353513,0.0,0.529442363241643,98.06,454.5
581,G1174ECE010    ,2023,39,9.966666666666667,0.3333333333333333,0.38333333333333336,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50.0,1.0,1.996875,8.625625,住友電装（株）,32,2.2952586206896552,3.5227799564424163,0.0,0.7922826136603036,98.06,454.5
582,G1250ECB010    ,2023,39,5.825,0.175,0.15833333333333333,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.3125,1.723125,3.5697916666666667,（株）バルカー,16,1.980603448275862,4.532633012352884,0.24,0.8967031210961592,98.06,454.5
583,G1250ECC010    ,2023,39,4.175,0.125,0.09166666666666666,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4444444444444444,2.0944444444444446,2.244444444444445,（株）バルカー,9,2.4074074074074074,5.16707920792079,0.24,0.652188483043005,98.06,454.5
584,G1250ECE010    ,2023,39,14.716666666666667,0.35833333333333334,0.31666666666666665,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4482758620689655,1.9182758620689653,7.114367816091954,（株）バルカー,29,2.1798589341692787,5.746066366875802,0.24,1.5236271258324805,98.06,454.5
585,G9201ECB030    ,2023,39,28.433333333333334,2.025,1.9333333333333333,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8.0,1.4251207729468598,1.1889371980676329,44.17028985507246,佐藤工業（株）,207,1.5242784590610676,1.8877442159027464,0.05,1.08601256557642,98.06,454.5
586,G9201ECE010    ,2023,39,47.325,2.816666666666667,2.4166666666666665,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8.0,1.4234693877551021,1.8131632653061225,53.46619897959184,佐藤工業（株）,196,2.1083293782629333,2.595714560807283,0.05,1.4788080941320323,98.06,454.5
