,品番,Year,Week_Number,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数
786,G1250ECC010    ,2023,38,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4166666666666667,2.9675,2.2263888888888888,（株）バルカー,12
787,G1250ECC010    ,2023,39,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4444444444444444,2.0944444444444446,2.244444444444445,（株）バルカー,9
788,G1250ECE010    ,2023,35,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.5348837209302326,3.145581395348837,7.993333333333334,（株）バルカー,43
789,G1250ECE010    ,2023,36,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4878048780487805,2.870731707317073,7.61788617886179,（株）バルカー,41
790,G1250ECE010    ,2023,37,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.5,3.017142857142857,7.521825396825397,（株）バルカー,42
791,G1250ECE010    ,2023,38,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.45,2.6614999999999998,7.6075,（株）バルカー,40
792,G1250ECE010    ,2023,39,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60.0,1.4482758620689655,1.9182758620689653,7.114367816091954,（株）バルカー,29
793,G9201ECB030    ,2023,35,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8.0,1.4659498207885304,1.8927338129496405,49.43181818181818,佐藤工業（株）,279
794,G9201ECB030    ,2023,36,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8.0,1.4335443037974684,4.176297468354431,46.78243670886076,佐藤工業（株）,316
795,G9201ECB030    ,2023,37,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8.0,1.425,3.8214285714285716,42.605,佐藤工業（株）,200
796,G9201ECB030    ,2023,38,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8.0,1.4324324324324325,2.095675675675676,42.52094594594595,佐藤工業（株）,185
797,G9201ECB030    ,2023,39,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8.0,1.4251207729468598,1.1889371980676329,44.17028985507246,佐藤工業（株）,207
798,G9201ECE010    ,2023,35,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8.0,1.48,2.49155,64.20210280373831,佐藤工業（株）,400
799,G9201ECE010    ,2023,36,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8.0,1.4148148148148147,5.470617283950617,59.965123456790124,佐藤工業（株）,405
800,G9201ECE010    ,2023,37,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8.0,1.4086021505376345,3.8652789699570818,54.076716738197426,佐藤工業（株）,279
801,G9201ECE010    ,2023,38,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8.0,1.4221311475409837,1.950614754098361,54.470799180327866,佐藤工業（株）,244
802,G9201ECE010    ,2023,39,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8.0,1.4234693877551021,1.8131632653061225,53.46619897959184,佐藤工業（株）,196
803,G9210ECB010    ,2023,35,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.826923076923077,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,156
804,G9210ECB010    ,2023,36,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.380769230769231,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,260
805,G9210ECB010    ,2023,37,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.444444444444445,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,54
806,G9210ECB010    ,2023,38,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.311320754716981,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,212
807,G9210ECB010    ,2023,39,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.893280632411067,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,253
808,G9210ECC010    ,2023,35,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.37962962962963,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,108
809,G9210ECC010    ,2023,36,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.86060606060606,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,165
810,G9210ECC010    ,2023,37,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.285714285714286,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,28
811,G9210ECC010    ,2023,38,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.925373134328358,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,134
812,G9210ECC010    ,2023,39,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.238095238095238,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,126
813,G9210ECE010    ,2023,35,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.428571428571429,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,105
814,G9210ECE010    ,2023,36,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.8355263157894735,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,152
815,G9210ECE010    ,2023,37,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,18
816,G9210ECE010    ,2023,38,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.402010050251256,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,199
817,G9210ECE010    ,2023,39,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.251968503937008,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,127
818,G9210ECE020    ,2023,35,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,4.658064516129032,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,310
819,G9210ECE020    ,2023,36,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.041841004184101,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,239
820,G9210ECE020    ,2023,37,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,3.272727272727273,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,66
821,G9210ECE020    ,2023,38,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.496644295302014,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,298
822,G9210ECE020    ,2023,39,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1.0,5.086330935251799,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,278
823,G9210ECE030    ,2023,36,1.0,3.0,TP341.5,1.0,6.0,3.3,1.0,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,30
824,G9210ECE030    ,2023,39,1.0,3.0,TP341.5,1.0,6.0,3.3,1.0,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,30
