="タイトル：かんばん手配品番一覧"

="ダウンロード日時：2023/07/12 13:19:36"

="手配担当工場：＜第１＞；手配担当整備室：＜第１工場＞；発注区分：＜かんばん＞；手配区分：＜仕入先手配：指定あり；仕入先直送：指定あり；仕入先支給：指定なし；他工場手配：指定なし；受給手配：指定なし；＞;品番上位桁：＜＞；仕入先ｺｰﾄﾞ：＜＞；"

="検索件数：＜  161＞；"
="IX000 処理が正常に完了しました；"

="品番",="加工図符号",="類別",="品名",="整備室",="整備室名",="手配区分",="工程内外製",="工程ｺｰﾄﾞ",="仕入先名/工場名",="発送場所",="発送場所名",="受給区分",="資材区分",="後工程内外製",="後工程ｺｰﾄﾞ",="後工程仕入先名/工場名",="受入場所",="受入場所名",="中継区分",="中継工場",="中継場所",="中継場所名","納入ｻｲｸﾙ.間隔","納入ｻｲｸﾙ.回数","納入ｻｲｸﾙ.情報","基準在庫.日数","基準在庫.枚数","MIN在庫日数","MAX在庫日数","便平均上限振れ率","便平均下限振れ率",="かんばん情報.仕入先",="かんばん情報.仕入先名",="かんばん情報.背番号",="かんばん情報.工場置場所",="かんばん情報.拠点置場所",="かんばん情報.品名略ｺｰﾄﾞ",="かんばん情報.品名略名",="かんばん情報.通箱ｺｰﾄﾞ",="かんばん情報.通箱名","かんばん情報.収容数",="かんばん情報.ｺﾝﾍﾞｱ区分",="かんばん情報.ﾌﾞﾛｯｸ区分",="かんばん情報.専用品区分",="かんばん情報.不良率","かんばん情報.保証率",="かんばん情報.設変符号",="かんばん情報.部品大別区分",="かんばん情報.部品大別名称",="かんばん情報.発注形態区分",="かんばん情報.発注形態名称",="かんばん情報.PLコード",="登録箱種",="縦(mm)",="横(mm)",="高(mm)",="容積(m3)",="総重量(Kg)",="パレタイズ発注",="箱数",="設定計画NO",="設定日",="設定担当部署コード",="担当部署名",="設定担当者コード",="担当者名"
="90311-64A006",="",="","SEAL, TYPE T OIL",="1Z",="第１工場",="手配",="Ｐ",="4241",="ＮＯＫ（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","02"," 3.65","  1.39"," 3.0","  0.89","  0.89","1.10","0.50",="047",="ＮＯＫ（株）",="154",="M-T-2-2",="50024",="9080",="ｼｰﾙﾀｲﾌﾟTｵｲﾙ",="069",="ｻﾝﾎﾞﾂｸｽ","    240",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="その他",=" 430.000",=" 290.000",=" 170.000",="   0.021",="   4.940",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="0355 045 013U",="",="","GASKET, TRANSMISSION DRAIN PLUG",="1Z",="第１工場",="手配",="Ｐ",="4266",="日本発条（株）",="01",="伊那工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 2.02","  1.37"," 3.0","  0.87","  0.87","1.10","0.50",="076",="日本発条（株）",="245",="R-T-8-2",="10111",="0458",="ｶﾞｽｹﾂﾄﾄﾞﾚﾝﾌﾟﾗｸﾞ",="012",="TP-131 ﾊﾝﾖｳ","   2000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   2.300",="しない",="",="MASTER01",="2023/05/26",="NE00",="１工工務Ｇ",="41943",="伊藤　真和"
="33356-0LC020",="",="","SPRING, WAVE",="1Z",="第１工場",="手配",="Ｐ",="4266",="日本発条（株）",="01",="伊那工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 2.02","  1.37"," 2.0","  0.87","  0.87","1.10","0.50",="076",="日本発条（株）",="244",="R-T-5-1",="30043",="9163",="ｽﾌﾟﾘﾝｸﾞｳｪｰﾌﾞ",="016",="TP-332 ﾊﾝﾖｳ","    120",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP332",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   9.180",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35280-0LA010",="",="","SOLENOID ASSY, LOCK UP CONTROL",="1Z",="第１工場",="手配",="Ｐ",="4270",="（株）デンソー",="01",="大安工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","04"," 9.68","  1.60"," 3.0","  1.10","  1.10","1.10","0.50",="049",="（株）デンソー",="113",="V-S-3-1",="40091",="1400",="ｿﾚﾉｲﾄﾞｱﾂｼ-",="140",="1ｺﾞｳﾌﾟﾗｺﾝ","     40",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ－３４１－５",=" 503.000",=" 335.000",=" 149.000",="   0.025",="   7.900",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35789-0LC170",="",="","RACE, THRUST BEARING",="1Z",="第１工場",="手配",="Ｐ",="4287",="日本精工（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","08"," 8.00","  1.75"," 2.0","  1.25","  1.25","1.10","0.50",="059",="日本精工（株）",="238",="M-T-4-2",="10067",="0181",="ﾚ-ｽｽﾗｽﾄﾍﾞｱﾘﾝｸﾞ",="012",="TP-131 ﾊﾝﾖｳ","    300",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   1.680",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35789-0LC170",="",="","RACE, THRUST BEARING",="1Z",="第１工場",="手配",="Ｐ",="4287",="日本精工（株）",="02",="三河分室",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","08"," 8.96","  1.30"," 2.0","  0.80","  0.80","1.10","0.50",="059",="日本精工（株）",="238",="M-T-4-2",="10067",="0181",="ﾚ-ｽ ｽﾗｽﾄ ﾍﾞｱﾘﾝｸﾞ",="012",="TP-131 ﾊﾝﾖｳ","    300",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   1.680",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35789-0LC180",="",="","RACE, THRUST BEARING",="1Z",="第１工場",="手配",="Ｐ",="4287",="日本精工（株）",="02",="三河分室",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","08"," 8.96","  1.30"," 2.0","  0.80","  0.80","1.10","0.50",="059",="日本精工（株）",="240",="M-T-5-2",="10070",="0181",="ﾚ-ｽｽﾗｽﾄﾍﾞｱﾘﾝｸﾞ",="012",="TP-131 ﾊﾝﾖｳ","    200",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   2.200",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="5040 043 004E",="",="","PIN, STRAIGHT",="1Z",="第１工場",="手配",="Ｐ",="4287",="日本精工（株）",="02",="三河分室",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","08"," 8.96","  1.30"," 2.0","  0.80","  0.80","1.10","0.50",="059",="日本精工（株）",="243",="V-T-2-3",="10092",="0434",="ﾋﾟﾝｽﾄﾚ-ﾄ",="012",="TP-131 ﾊﾝﾖｳ","   1000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   1.680",="しない",="",="MASTER01",="2023/05/26",="NE00",="１工工務Ｇ",="41943",="伊藤　真和"
="90360-06004",="",="","BALL, REVERSE SHIFT RESTRICT",="1Z",="第１工場",="手配",="Ｐ",="4287",="日本精工（株）",="02",="三河分室",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","08"," 8.96","  1.30"," 3.0","  0.80","  0.80","1.10","0.50",="059",="日本精工（株）",="237",="R-T-7-1",="40027",="1095",="ﾎﾞｰﾙﾘﾊﾞｰｽｼﾌﾄ",="064",="T-10 ｾﾝﾖｳ","   4000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="Ｔ－１０",=" 260.000",=" 390.000",=" 143.000",="   0.015",="   5.000",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90364-35A004",="",="","BEARING, NEEDLE ROLLER",="1Z",="第１工場",="手配",="Ｐ",="4287",="日本精工（株）",="02",="三河分室",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","08"," 8.96","  1.30"," 4.0","  0.80","  0.80","1.10","0.50",="059",="日本精工（株）",="236",="M-S-1-1",="10005",="1311",="ﾍﾞｱﾘﾝｸﾞﾆ-ﾄﾞﾙﾛ-ﾗ-",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   1.940",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90364-43A006",="",="","BEARING, NEEDLE ROLLER",="1Z",="第１工場",="手配",="Ｐ",="4287",="日本精工（株）",="02",="三河分室",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","08"," 8.96","  1.30"," 3.0","  0.80","  0.80","1.10","0.50",="059",="日本精工（株）",="242",="F-S-2-2",="10075",="1311",="ﾍﾞｱﾘﾝｸﾞﾆ-ﾄﾞﾙﾛ-ﾗ-",="012",="TP-131 ﾊﾝﾖｳ","     50",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   2.230",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90374-14A001",="",="","BEARING, THRUST NEEDLE ROLLER W/RACE",="1Z",="第１工場",="手配",="Ｐ",="4287",="日本精工（株）",="02",="三河分室",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","08"," 8.96","  1.30"," 1.0","  0.80","  0.80","1.10","0.50",="059",="日本精工（株）",="239",="M-T-4-1",="40068",="1313",="ﾍﾞｱﾘﾝｸﾞｽﾗｽﾄﾆｰﾄﾞﾙﾛｰﾗｰW/ﾚｰｽ",="064",="T-10 ｾﾝﾖｳ","    900",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="その他",=" 390.000",=" 260.000",=" 143.000",="   0.015",="   9.740",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90374-60A001",="",="","BEARING, THRUST NEEDLE ROLLER W/RACE",="1Z",="第１工場",="手配",="Ｐ",="4287",="日本精工（株）",="02",="三河分室",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","08"," 8.96","  1.30"," 2.0","  0.80","  0.80","1.10","0.50",="059",="日本精工（株）",="241",="M-T-5-1",="10071",="1313",="ﾍﾞｱﾘﾝｸﾞｽﾗｽﾄﾆｰﾄﾞﾙﾛｰﾗｰW/ﾚｰｽ",="012",="TP-131 ﾊﾝﾖｳ","     80",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   2.260",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="39171-8LA010",="",="","COVER, MOTOR HOUSING",="1Z",="第１工場",="手配",="Ｐ",="5133",="広島アルミニウム工業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","04"," 3.12","  0.83"," 3.0","  0.83","  0.83","1.10","0.50",="216",="広島アルミニウム工業（株）",="001",="",="",="3903",="ｶﾊﾞ- FR",="141",="Fｺﾝ","      4",="",="",="",="00"," 0.5",="",="",="",="",="",="",="Ａパレフタナシ",="   0.000",="   0.000",="   0.000",="   0.000",="   0.000",="しない",="",="MASTER01",="2023/06/08",="NE00",="１工工務Ｇ",="44395",="服部　慧佑"
="35679-0LC010",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 1.0","  0.89","  0.89","1.10","0.50",="054",="アイシン化工（株）",="171",="R-T-9-1",="20048",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   6.090",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC010",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 1.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="171",="R-T-9-1",="20048",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   6.090",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC020",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 3.0","  0.89","  0.89","1.10","0.50",="054",="アイシン化工（株）",="172",="R-T-5-2",="20049",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   6.150",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC020",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 3.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="172",="R-T-5-2",="20049",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   6.150",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC030",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 3.0","  0.89","  0.89","1.10","0.50",="054",="アイシン化工（株）",="173",="R-T-5-3",="20050",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.340",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC030",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 3.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="173",="R-T-5-3",="20050",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.340",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC040",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 3.0","  0.89","  0.89","1.10","0.50",="054",="アイシン化工（株）",="174",="R-T-5-4",="20051",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 1.0",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.380",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC040",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 3.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="174",="R-T-5-4",="20051",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.380",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC050",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 3.0","  0.89","  0.89","1.10","0.50",="054",="アイシン化工（株）",="175",="R-T-4-1",="20052",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.420",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC050",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 3.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="175",="R-T-4-1",="20052",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.420",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC060",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 3.0","  0.89","  0.89","1.10","0.50",="054",="アイシン化工（株）",="176",="R-T-4-2",="20053",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.460",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC060",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 3.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="176",="R-T-4-2",="20053",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.460",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC070",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 3.0","  0.89","  0.89","1.10","0.50",="054",="アイシン化工（株）",="177",="R-T-4-3",="20054",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="",="",="",="",="",="ＴＰ３３１",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.500",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC070",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 3.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="177",="R-T-4-3",="20054",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="ＴＰ３３１",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.500",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC080",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 2.0","  0.89","  0.89","1.10","0.50",="054",="アイシン化工（株）",="178",="R-T-4-4",="20055",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.540",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC080",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 2.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="178",="R-T-4-4",="20055",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.540",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC090",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 1.0","  0.89","  0.89","1.10","0.50",="054",="アイシン化工（株）",="179",="R-T-9-2",="20056",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.580",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC090",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 1.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="179",="R-T-9-2",="20056",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.580",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC100",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 1.0","  0.89","  0.89","1.00","0.50",="054",="アイシン化工（株）",="180",="R-T-9-3",="20057",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.620",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC100",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 1.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="180",="R-T-9-3",="20057",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.620",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
